bookingId,airbnbHostId,listingId,amenitiesId,airbnbPropertyId,reviewId,checkInOutId,locationId,pricingId,occupancyRateLtm,numberOfBookingsLtm,numberOfBookingsLtmObservedMonth,countBlockedDaysLtm,instantBookEnabled,countReservationDaysLtm,countavailableDaysLtm,annualRevenueLtmUSD,annualRevenueLtmNative
TOKBOK92,128187313,TOKLIS92,TOKAMT92,8.03888E+17,TOKREV92,TOKCHK92,TOKLOC92,TOKPRC92,100,3,0,282,FALSE,79,83,47642,6945727.2
TOKBOK103,119191690,TOKLIS103,TOKAMT103,42125759,TOKREV103,TOKCHK103,TOKLOC103,TOKPRC103,100,71,68,62,TRUE,276,303,35891,5232548.9
TOKBOK325,343260722,TOKLIS325,TOKAMT325,43655884,TOKREV325,TOKCHK325,TOKLOC325,TOKPRC325,100,43,40,139,TRUE,218,226,23406,3412360.7
TOKBOK16,156008533,TOKLIS16,TOKAMT16,21505730,TOKREV16,TOKCHK16,TOKLOC16,TOKPRC16,34,17,14,55,TRUE,87,310,22239,3242223.8
TOKBOK144,530838288,TOKLIS144,TOKAMT144,9.57126E+17,TOKREV144,TOKCHK144,TOKLOC144,TOKPRC144,80,3,2,317,FALSE,32,48,2688,391883.5
TOKBOK61,56566876,TOKLIS61,TOKAMT61,35338045,TOKREV61,TOKCHK61,TOKLOC61,TOKPRC61,96,33,30,75,FALSE,232,290,14448,2106373.9
TOKBOK230,140905275,TOKLIS230,TOKAMT230,20713179,TOKREV230,TOKCHK230,TOKLOC230,TOKPRC230,100,73,70,48,FALSE,288,317,33886,4940239.9
TOKBOK62,78745434,TOKLIS62,TOKAMT62,15836065,TOKREV62,TOKCHK62,TOKLOC62,TOKPRC62,100,69,66,48,FALSE,306,317,31068,4529403.7
TOKBOK70,343260722,TOKLIS70,TOKAMT70,43656241,TOKREV70,TOKCHK70,TOKLOC70,TOKPRC70,100,31,28,167,TRUE,181,198,23910,3485838.9
TOKBOK374,29341016,TOKLIS374,TOKAMT374,8.21544E+17,TOKREV374,TOKCHK374,TOKLOC374,TOKPRC374,70,1,-2,277,FALSE,51,88,1478,215477.6
TOKBOK247,42244167,TOKLIS247,TOKAMT247,9.0905E+17,TOKREV247,TOKCHK247,TOKLOC247,TOKPRC247,79,6,3,280,FALSE,56,85,3626,528634.5
TOKBOK411,287730845,TOKLIS411,TOKAMT411,37953444,TOKREV411,TOKCHK411,TOKLOC411,TOKPRC411,100,14,11,228,TRUE,114,137,11782,1717697.8
TOKBOK77,199825323,TOKLIS77,TOKAMT77,9.12685E+17,TOKREV77,TOKCHK77,TOKLOC77,TOKPRC77,99,5,2,290,FALSE,62,75,5643,822693
TOKBOK443,169225525,TOKLIS443,TOKAMT443,22872629,TOKREV443,TOKCHK443,TOKLOC443,TOKPRC443,86,54,51,58,TRUE,220,307,19627,2861420.3
TOKBOK472,311979642,TOKLIS472,TOKAMT472,40364795,TOKREV472,TOKCHK472,TOKLOC472,TOKPRC472,100,68,65,125,TRUE,202,240,17116,2495341.6
TOKBOK200,138959233,TOKLIS200,TOKAMT200,36811400,TOKREV200,TOKCHK200,TOKLOC200,TOKPRC200,92,1,-2,305,TRUE,46,60,4897,713933.6
TOKBOK209,71883032,TOKLIS209,TOKAMT209,38511827,TOKREV209,TOKCHK209,TOKLOC209,TOKPRC209,59,9,-2,236,TRUE,63,129,56034,8169196.9
TOKBOK157,255338506,TOKLIS157,TOKAMT157,33987630,TOKREV157,TOKCHK157,TOKLOC157,TOKPRC157,66,13,2,334,FALSE,17,31,4216,614650.6
TOKBOK453,504729817,TOKLIS453,TOKAMT453,8.44089E+17,TOKREV453,TOKCHK453,TOKLOC453,TOKPRC453,83,12,9,215,FALSE,104,150,16683,2432214.6
TOKBOK204,95497775,TOKLIS204,TOKAMT204,15088735,TOKREV204,TOKCHK204,TOKLOC204,TOKPRC204,87,41,38,202,TRUE,118,163,10480,1527879.2
TOKBOK3,74130721,TOKLIS3,TOKAMT3,15529299,TOKREV3,TOKCHK3,TOKLOC3,TOKPRC3,100,94,91,35,FALSE,299,330,13192,1923261.7
TOKBOK190,102648387,TOKLIS190,TOKAMT190,15845987,TOKREV190,TOKCHK190,TOKLOC190,TOKPRC190,100,93,90,0,FALSE,337,365,43777,6382248.8
TOKBOK251,220149769,TOKLIS251,TOKAMT251,5.45086E+17,TOKREV251,TOKCHK251,TOKLOC251,TOKPRC251,87,64,61,79,FALSE,208,286,13934,2031437.9
TOKBOK293,271703741,TOKLIS293,TOKAMT293,42631338,TOKREV293,TOKCHK293,TOKLOC293,TOKPRC293,94,34,31,73,TRUE,228,292,48857,7122862
TOKBOK398,372593505,TOKLIS398,TOKAMT398,45960422,TOKREV398,TOKCHK398,TOKLOC398,TOKPRC398,56,55,52,164,FALSE,94,201,25895,3775232
TOKBOK286,340430395,TOKLIS286,TOKAMT286,50315276,TOKREV286,TOKCHK286,TOKLOC286,TOKPRC286,90,11,8,252,TRUE,85,113,27017,3938808.4
TOKBOK328,161665344,TOKLIS328,TOKAMT328,22131190,TOKREV328,TOKCHK328,TOKLOC328,TOKPRC328,100,77,74,41,TRUE,292,324,34654,5052206.7
TORBOK481,126506187,TORLIS481,TORAMT481,7.61789E+17,TORREV481,TORCHK481,TORLOC481,TORPRC481,79,10,7,204,FALSE,106,161,21114,28292.8
TORBOK395,149273127,TORLIS395,TORAMT395,34119611,TORREV395,TORCHK395,TORLOC395,TORPRC395,35,2,-1,310,FALSE,16,55,3438,4606.9
TORBOK408,260079173,TORLIS408,TORAMT408,37434785,TORREV408,TORCHK408,TORLOC408,TORPRC408,20,0,-3,329,FALSE,6,36,1958,2623.7
TORBOK475,281410778,TORLIS475,TORAMT475,37352054,TORREV475,TORCHK475,TORLOC475,TORPRC475,100,0,-11,296,TRUE,62,69,11799,15810.7
TORBOK300,785826,TORLIS300,TORAMT300,40864034,TORREV300,TORCHK300,TORLOC300,TORPRC300,18,0,-10,326,FALSE,6,39,983,1317.2
TORBOK73,23459764,TORLIS73,TORAMT73,11699928,TORREV73,TORCHK73,TORLOC73,TORPRC73,49,3,0,161,FALSE,83,204,6774,9077.2
TORBOK420,128463436,TORLIS420,TORAMT420,44864863,TORREV420,TORCHK420,TORLOC420,TORPRC420,72,29,26,10,FALSE,213,355,17194,23040
TORBOK70,351564043,TORLIS70,TORAMT70,44417153,TORREV70,TORCHK70,TORLOC70,TORPRC70,7,0,-10,331,FALSE,2,34,129,172.9
TORBOK309,159077685,TORLIS309,TORAMT309,53092326,TORREV309,TORCHK309,TORLOC309,TORPRC309,90,44,41,82,TRUE,213,283,66896,89640.6
TORBOK121,919544,TORLIS121,TORAMT121,15929205,TORREV121,TORCHK121,TORLOC121,TORPRC121,84,2,-8,298,FALSE,47,67,4660,6244.4
TORBOK180,119983675,TORLIS180,TORAMT180,22463537,TORREV180,TORCHK180,TORLOC180,TORPRC180,88,3,0,301,FALSE,47,64,2771,3713.1
TORBOK482,30454907,TORLIS482,TORAMT482,9.0343E+17,TORREV482,TORCHK482,TORLOC482,TORPRC482,100,2,-1,279,FALSE,83,86,7568,10141.1
TORBOK498,23518355,TORLIS498,TORAMT498,4535652,TORREV498,TORCHK498,TORLOC498,TORPRC498,33,1,-2,311,TRUE,15,54,1961,2627.7
TORBOK288,35499709,TORLIS288,TORAMT288,12796693,TORREV288,TORCHK288,TORLOC288,TORPRC288,60,1,-2,361,FALSE,2,4,264,353.8
TORBOK202,846505,TORLIS202,TORAMT202,37916419,TORREV202,TORCHK202,TORLOC202,TORPRC202,77,0,-3,282,FALSE,53,83,7094,9506
TORBOK470,435126944,TORLIS470,TORAMT470,53725170,TORREV470,TORCHK470,TORLOC470,TORPRC470,47,5,2,316,FALSE,19,49,4471,5991.1
TORBOK30,42383553,TORLIS30,TORAMT30,9807916,TORREV30,TORCHK30,TORLOC30,TORPRC30,18,2,-1,273,FALSE,14,92,1281,1716.5
TORBOK430,24374961,TORLIS430,TORAMT430,50439734,TORREV430,TORCHK430,TORLOC430,TORPRC430,91,19,16,287,FALSE,59,78,10764,14423.8
TORBOK153,351406907,TORLIS153,TORAMT153,43898545,TORREV153,TORCHK153,TORLOC153,TORPRC153,62,3,-7,262,TRUE,53,103,6703,8982
TORBOK487,5819896,TORLIS487,TORAMT487,20326611,TORREV487,TORCHK487,TORLOC487,TORPRC487,16,0,-3,350,FALSE,2,15,132,176.9
TORBOK479,20411486,TORLIS479,TORAMT479,45701154,TORREV479,TORCHK479,TORLOC479,TORPRC479,100,3,0,281,FALSE,78,84,8982,12035.9
TORBOK104,8554197,TORLIS104,TORAMT104,21197827,TORREV104,TORCHK104,TORLOC104,TORPRC104,83,2,-1,273,FALSE,64,92,13834,18537.6
TORBOK96,187539713,TORLIS96,TORAMT96,24806429,TORREV96,TORCHK96,TORLOC96,TORPRC96,92,26,23,256,FALSE,84,109,4813,6449.4
TORBOK374,6835377,TORLIS374,TORAMT374,13769161,TORREV374,TORCHK374,TORLOC374,TORPRC374,100,4,1,279,FALSE,77,86,4708,6308.7
TORBOK229,55442,TORLIS229,TORAMT229,43158241,TORREV229,TORCHK229,TORLOC229,TORPRC229,40,0,-3,362,FALSE,1,3,312,418.1
TORBOK105,136198953,TORLIS105,TORAMT105,8.70236E+17,TORREV105,TORCHK105,TORLOC105,TORPRC105,62,1,0,317,FALSE,25,48,3303,4426
TORBOK182,276576885,TORLIS182,TORAMT182,36796334,TORREV182,TORCHK182,TORLOC182,TORPRC182,15,3,-7,333,FALSE,4,32,614,822.8
TORBOK58,294207072,TORLIS58,TORAMT58,45702989,TORREV58,TORCHK58,TORLOC58,TORPRC58,72,4,1,307,TRUE,35,58,13718,18382.1
TORBOK176,226574539,TORLIS176,TORAMT176,48473651,TORREV176,TORCHK176,TORLOC176,TORPRC176,100,2,-1,356,TRUE,9,9,1487,1992.6
TORBOK81,19194757,TORLIS81,TORAMT81,4923561,TORREV81,TORCHK81,TORLOC81,TORPRC81,92,5,-5,258,TRUE,82,107,2856,3827
TORBOK93,21382885,TORLIS93,TORAMT93,32724418,TORREV93,TORCHK93,TORLOC93,TORPRC93,96,4,1,304,TRUE,49,61,4238,5678.9
TORBOK135,113980630,TORLIS135,TORAMT135,8.58917E+17,TORREV135,TORCHK135,TORLOC135,TORPRC135,100,3,-2,354,FALSE,11,11,2673,3581.8
TORBOK117,31814201,TORLIS117,TORAMT117,14935918,TORREV117,TORCHK117,TORLOC117,TORPRC117,88,2,-1,226,FALSE,102,139,4313,5779.4
TORBOK80,1684087,TORLIS80,TORAMT80,16757971,TORREV80,TORCHK80,TORLOC80,TORPRC80,79,3,0,309,TRUE,37,56,4406,5904
TORBOK461,231697659,TORLIS461,TORAMT461,51601904,TORREV461,TORCHK461,TORLOC461,TORPRC461,74,1,-2,313,FALSE,32,52,4390,5882.6
TORBOK232,83038230,TORLIS232,TORAMT232,13950414,TORREV232,TORCHK232,TORLOC232,TORPRC232,22,0,-10,327,FALSE,7,38,736,986.2
TORBOK106,32759390,TORLIS106,TORAMT106,42659440,TORREV106,TORCHK106,TORLOC106,TORPRC106,92,2,-1,285,FALSE,61,80,4518,6054.1
TORBOK267,55820635,TORLIS267,TORAMT267,42962287,TORREV267,TORCHK267,TORLOC267,TORPRC267,73,4,-6,253,TRUE,68,112,5314,7120.8
TORBOK453,381313504,TORLIS453,TORAMT453,8.55332E+17,TORREV453,TORCHK453,TORLOC453,TORPRC453,100,0,-3,288,FALSE,65,77,4004,5365.4
TORBOK397,508306690,TORLIS397,TORAMT397,8.61238E+17,TORREV397,TORCHK397,TORLOC397,TORPRC397,49,3,0,215,FALSE,61,150,14700,19698
TORBOK391,114344363,TORLIS391,TORAMT391,23856083,TORREV391,TORCHK391,TORLOC391,TORPRC391,21,1,-9,331,TRUE,6,34,1122,1503.5
TORBOK238,10663375,TORLIS238,TORAMT238,24907849,TORREV238,TORCHK238,TORLOC238,TORPRC238,64,6,3,292,FALSE,39,73,7465,10003.1
TORBOK407,452434854,TORLIS407,TORAMT407,5.96465E+17,TORREV407,TORCHK407,TORLOC407,TORPRC407,100,30,27,185,FALSE,162,180,9180,12301.2
TORBOK451,252804960,TORLIS451,TORAMT451,9.80516E+17,TORREV451,TORCHK451,TORLOC451,TORPRC451,89,3,2,334,FALSE,23,31,2042,2736.3
TORBOK263,348770657,TORLIS263,TORAMT263,52074002,TORREV263,TORCHK263,TORLOC263,TORPRC263,92,4,1,265,TRUE,77,100,9372,12558.5
TORBOK174,40813523,TORLIS174,TORAMT174,13257078,TORREV174,TORCHK174,TORLOC174,TORPRC174,20,0,-10,279,TRUE,14,86,3853,5163
TORBOK464,66502522,TORLIS464,TORAMT464,31209947,TORREV464,TORCHK464,TORLOC464,TORPRC464,92,2,-1,287,TRUE,60,78,6363,8526.4
TORBOK151,266159976,TORLIS151,TORAMT151,51956522,TORREV151,TORCHK151,TORLOC151,TORPRC151,35,2,-1,279,FALSE,25,86,1268,1699.1
TORBOK325,69432,TORLIS325,TORAMT325,5050864,TORREV325,TORCHK325,TORLOC325,TORPRC325,52,4,1,282,FALSE,36,83,4237,5677.6
TORBOK220,4010627,TORLIS220,TORAMT220,10161682,TORREV220,TORCHK220,TORLOC220,TORPRC220,62,4,-6,342,TRUE,5,23,6268,8399.1
DUBBOK66,72970894,DUBLIS66,DUBAMT66,5.81738E+17,DUBREV66,DUBCHK66,DUBLOC66,DUBPRC66,89,7,4,174,FALSE,142,191,8839,32439.1
DUBBOK64,385681640,DUBLIS64,DUBAMT64,9.19376E+17,DUBREV64,DUBCHK64,DUBLOC64,DUBPRC64,90,1,-1,304,FALSE,46,61,2416,8866.7
DUBBOK67,494246264,DUBLIS67,DUBAMT67,7.96914E+17,DUBREV67,DUBCHK67,DUBLOC67,DUBPRC67,61,11,8,285,FALSE,41,80,5026,18445.4
DUBBOK39,484360708,DUBLIS39,DUBAMT39,8.39985E+17,DUBREV39,DUBCHK39,DUBLOC39,DUBPRC39,38,2,-1,222,FALSE,45,143,3043,11167.8
DUBBOK83,495106714,DUBLIS83,DUBAMT83,8.05746E+17,DUBREV83,DUBCHK83,DUBLOC83,DUBPRC83,80,3,0,275,FALSE,60,90,17208,63153.4
DUBBOK45,174303713,DUBLIS45,DUBAMT45,8.78114E+17,DUBREV45,DUBCHK45,DUBLOC45,DUBPRC45,35,1,-2,321,FALSE,13,44,1340,4917.8
DUBBOK68,277557170,DUBLIS68,DUBAMT68,7.49248E+17,DUBREV68,DUBCHK68,DUBLOC68,DUBPRC68,60,0,-3,363,FALSE,1,2,72,264.2
DUBBOK25,90755054,DUBLIS25,DUBAMT25,9.17102E+17,DUBREV25,DUBCHK25,DUBLOC25,DUBPRC25,100,0,-2,344,FALSE,20,21,4011,14720.4
DUBBOK49,388489360,DUBLIS49,DUBAMT49,6.84417E+17,DUBREV49,DUBCHK49,DUBLOC49,DUBPRC49,82,24,21,98,FALSE,183,267,20580,75528.6
DUBBOK69,156562805,DUBLIS69,DUBAMT69,49760131,DUBREV69,DUBCHK69,DUBLOC69,DUBPRC69,41,4,1,291,TRUE,25,74,2454,9006.2
LOSBOK380,6529781,LOSLIS380,LOSAMT380,4190907,LOSREV380,LOSCHK380,LOSLOC380,LOSPRC380,27,1,-2,330,FALSE,8,35,479,479
LOSBOK432,8398671,LOSLIS432,LOSAMT432,51106636,LOSREV432,LOSCHK432,LOSLOC432,LOSPRC432,89,40,37,16,FALSE,260,349,68407,68407
LOSBOK192,26019462,LOSLIS192,LOSAMT192,20933588,LOSREV192,LOSCHK192,LOSLOC192,LOSPRC192,100,56,53,106,TRUE,226,259,46634,46634
LOSBOK11,33871614,LOSLIS11,LOSAMT11,29867420,LOSREV11,LOSCHK11,LOSLOC11,LOSPRC11,57,2,-1,237,FALSE,61,128,12544,12544
LOSBOK436,435138895,LOSLIS436,LOSAMT436,7.20265E+17,LOSREV436,LOSCHK436,LOSLOC436,LOSPRC436,24,7,5,245,FALSE,24,120,12672,12672
LOSBOK450,434988946,LOSLIS450,LOSAMT450,7.31912E+17,LOSREV450,LOSCHK450,LOSLOC450,LOSPRC450,72,0,0,340,FALSE,15,25,3654,3654
LOSBOK292,240900846,LOSLIS292,LOSAMT292,32115988,LOSREV292,LOSCHK292,LOSLOC292,LOSPRC292,52,3,3,358,FALSE,5,7,12077,12077
LOSBOK468,430420118,LOSLIS468,LOSAMT468,53169973,LOSREV468,LOSCHK468,LOSLOC468,LOSPRC468,35,0,-7,348,TRUE,5,17,818,818
LOSBOK67,32853817,LOSLIS67,LOSAMT67,50175335,LOSREV67,LOSCHK67,LOSLOC67,LOSPRC67,16,0,-10,237,FALSE,17,128,4096,4096
LOSBOK16,12063606,LOSLIS16,LOSAMT16,45928919,LOSREV16,LOSCHK16,LOSLOC16,LOSPRC16,82,34,31,68,FALSE,203,297,52834,52834
LOSBOK279,117946335,LOSLIS279,LOSAMT279,43432295,LOSREV279,LOSCHK279,LOSLOC279,LOSPRC279,21,0,-10,256,FALSE,19,109,4143,4143
LOSBOK70,373428537,LOSLIS70,LOSAMT70,48107896,LOSREV70,LOSCHK70,LOSLOC70,LOSPRC70,35,4,-6,334,FALSE,9,31,1924,1924
LOSBOK359,57161,LOSLIS359,LOSAMT359,1125142,LOSREV359,LOSCHK359,LOSLOC359,LOSPRC359,12,3,0,304,FALSE,6,61,560,560
LOSBOK464,400141539,LOSLIS464,LOSAMT464,49607126,LOSREV464,LOSCHK464,LOSLOC464,LOSPRC464,61,36,33,50,TRUE,161,315,82368,82368
LOSBOK248,11561385,LOSLIS248,LOSAMT248,13192182,LOSREV248,LOSCHK248,LOSLOC248,LOSPRC248,88,98,95,12,FALSE,260,353,82800,82800
LOSBOK238,37420851,LOSLIS238,LOSAMT238,7147061,LOSREV238,LOSCHK238,LOSLOC238,LOSPRC238,56,3,0,229,FALSE,63,136,7000,7000
LOSBOK462,73326371,LOSLIS462,LOSAMT462,13147304,LOSREV462,LOSCHK462,LOSLOC462,LOSPRC462,10,1,-2,329,FALSE,3,36,861,861
LOSBOK66,11351063,LOSLIS66,LOSAMT66,19242151,LOSREV66,LOSCHK66,LOSLOC66,LOSPRC66,66,10,7,235,FALSE,72,130,55768,55768
LOSBOK138,231470553,LOSLIS138,LOSAMT138,44685943,LOSREV138,LOSCHK138,LOSLOC138,LOSPRC138,45,5,2,164,FALSE,75,201,8440,8440
LOSBOK271,258778921,LOSLIS271,LOSAMT271,40807298,LOSREV271,LOSCHK271,LOSLOC271,LOSPRC271,83,63,60,36,TRUE,228,329,50517,50517
LOSBOK23,1010613,LOSLIS23,LOSAMT23,33767610,LOSREV23,LOSCHK23,LOSLOC23,LOSPRC23,28,2,-1,256,FALSE,25,109,3749,3749
LOSBOK224,239687804,LOSLIS224,LOSAMT224,42414669,LOSREV224,LOSCHK224,LOSLOC224,LOSPRC224,71,3,0,269,TRUE,57,96,6588,6588
LOSBOK295,28398362,LOSLIS295,LOSAMT295,5617409,LOSREV295,LOSCHK295,LOSLOC295,LOSPRC295,100,15,12,246,FALSE,110,119,26728,26728
LOSBOK449,52333458,LOSLIS449,LOSAMT449,7.25504E+17,LOSREV449,LOSCHK449,LOSLOC449,LOSPRC449,52,13,10,171,FALSE,84,194,30869,30869
LOSBOK150,9880222,LOSLIS150,LOSAMT150,25637854,LOSREV150,LOSCHK150,LOSLOC150,LOSPRC150,40,0,-11,362,TRUE,1,3,199,199
LOSBOK25,275388077,LOSLIS25,LOSAMT25,51747288,LOSREV25,LOSCHK25,LOSLOC25,LOSPRC25,99,20,17,92,FALSE,225,273,136811,136811
LOSBOK411,231345302,LOSLIS411,LOSAMT411,30961531,LOSREV411,LOSCHK411,LOSLOC411,LOSPRC411,54,3,0,216,TRUE,67,149,9618,9618
LOSBOK341,3907271,LOSLIS341,LOSAMT341,22337910,LOSREV341,LOSCHK341,LOSLOC341,LOSPRC341,68,27,24,151,FALSE,121,214,68238,68238
LOSBOK421,1381289,LOSLIS421,LOSAMT421,44476045,LOSREV421,LOSCHK421,LOSLOC421,LOSPRC421,23,0,-3,334,FALSE,6,31,1961,1961
LOSBOK59,91187617,LOSLIS59,LOSAMT59,51131912,LOSREV59,LOSCHK59,LOSLOC59,LOSPRC59,53,48,45,35,TRUE,147,330,19890,19890
LOSBOK338,348745371,LOSLIS338,LOSAMT338,49021466,LOSREV338,LOSCHK338,LOSLOC338,LOSPRC338,40,0,-3,362,TRUE,1,3,127,127
LOSBOK463,210321294,LOSLIS463,LOSAMT463,50006094,LOSREV463,LOSCHK463,LOSLOC463,LOSPRC463,44,0,3,354,FALSE,4,11,1946,1946
LOSBOK321,13235796,LOSLIS321,LOSAMT321,41090805,LOSREV321,LOSCHK321,LOSLOC321,LOSPRC321,10,0,-3,316,TRUE,4,49,343,343
LOSBOK388,2585838,LOSLIS388,LOSAMT388,13672711,LOSREV388,LOSCHK388,LOSLOC388,LOSPRC388,94,19,16,296,FALSE,50,69,23895,23895
LOSBOK433,4510013,LOSLIS433,LOSAMT433,9.58729E+17,LOSREV433,LOSCHK433,LOSLOC433,LOSPRC433,86,0,0,357,FALSE,5,8,903,903
LOSBOK353,377251470,LOSLIS353,LOSAMT353,46677829,LOSREV353,LOSCHK353,LOSLOC353,LOSPRC353,35,16,13,29,FALSE,99,336,171275,171275
LOSBOK481,71522208,LOSLIS481,LOSAMT481,41725119,LOSREV481,LOSCHK481,LOSLOC481,LOSPRC481,30,4,1,269,TRUE,24,96,8646,8646
LOSBOK497,82417843,LOSLIS497,LOSAMT497,9.41655E+17,LOSREV497,LOSCHK497,LOSLOC497,LOSPRC497,90,0,0,361,FALSE,3,4,1782,1782
LOSBOK326,55050793,LOSLIS326,LOSAMT326,18706815,LOSREV326,LOSCHK326,LOSLOC326,LOSPRC326,100,43,40,167,FALSE,175,198,17622,17622
LOSBOK24,157574171,LOSLIS24,LOSAMT24,39305322,LOSREV24,LOSCHK24,LOSLOC24,LOSPRC24,24,12,9,90,FALSE,55,275,6150,6150
LOSBOK280,331239240,LOSLIS280,LOSAMT280,52774830,LOSREV280,LOSCHK280,LOSLOC280,LOSPRC280,74,48,45,24,TRUE,210,341,146688,146688
LOSBOK494,435657857,LOSLIS494,LOSAMT494,54260933,LOSREV494,LOSCHK494,LOSLOC494,LOSPRC494,34,2,3,365,FALSE,0,0,1714,1714
LOSBOK84,20542761,LOSLIS84,LOSAMT84,3979641,LOSREV84,LOSCHK84,LOSLOC84,LOSPRC84,100,21,18,237,FALSE,110,128,12045,12045
LOSBOK173,48099220,LOSLIS173,LOSAMT173,23257864,LOSREV173,LOSCHK173,LOSLOC173,LOSPRC173,71,14,11,118,TRUE,147,247,17746,17746
LOSBOK134,301045151,LOSLIS134,LOSAMT134,50210295,LOSREV134,LOSCHK134,LOSLOC134,LOSPRC134,71,28,25,0,TRUE,216,365,63438,63438
LOSBOK265,618883,LOSLIS265,LOSAMT265,462726,LOSREV265,LOSCHK265,LOSLOC265,LOSPRC265,100,1,-2,306,FALSE,52,59,5724,5724
LOSBOK495,14936368,LOSLIS495,LOSAMT495,8.44375E+17,LOSREV495,LOSCHK495,LOSLOC495,LOSPRC495,76,1,-1,354,FALSE,7,11,242,242
LOSBOK198,41760582,LOSLIS198,LOSAMT198,42049317,LOSREV198,LOSCHK198,LOSLOC198,LOSPRC198,100,36,35,148,FALSE,178,217,57700,57700
LOSBOK99,249979583,LOSLIS99,LOSAMT99,42140782,LOSREV99,LOSCHK99,LOSLOC99,LOSPRC99,60,1,-2,361,TRUE,2,4,197,197
LOSBOK62,172106971,LOSLIS62,LOSAMT62,23154639,LOSREV62,LOSCHK62,LOSLOC62,LOSPRC62,98,8,-2,276,FALSE,73,89,10921,10921
LONBOK432,2125620,LONLIS432,LONAMT432,7.82398E+17,LONREV432,LONCHK432,LONLOC432,LONPRC432,73,15,12,236,FALSE,78,129,49722,39280.4
LONBOK52,118391150,LONLIS52,LONAMT52,5.76604E+17,LONREV52,LONCHK52,LONLOC52,LONPRC52,46,6,-2,272,FALSE,36,93,7572,5981.9
LONBOK219,22977856,LONLIS219,LONAMT219,6.35968E+17,LONREV219,LONCHK219,LONLOC219,LONPRC219,85,15,7,226,FALSE,98,139,15596,12320.8
LONBOK160,68861069,LONLIS160,LONAMT160,6.14881E+17,LONREV160,LONCHK160,LONLOC160,LONPRC160,72,9,2,277,FALSE,53,88,51365,40578.3
LONBOK349,57989340,LONLIS349,LONAMT349,22254597,LONREV349,LONCHK349,LONLOC349,LONPRC349,35,24,21,84,TRUE,81,281,6667,5266.9
LONBOK56,27572615,LONLIS56,LONAMT56,6.70886E+17,LONREV56,LONCHK56,LONLOC56,LONPRC56,100,3,-3,362,FALSE,3,3,786,620.9
LONBOK89,431570310,LONLIS89,LONAMT89,8.73723E+17,LONREV89,LONCHK89,LONLOC89,LONPRC89,24,0,-2,340,FALSE,5,25,876,692
LONBOK351,505208575,LONLIS351,LONAMT351,8.46343E+17,LONREV351,LONCHK351,LONLOC351,LONPRC351,16,0,-1,298,FALSE,9,67,1563,1234.8
LONBOK14,257383261,LONLIS14,LONAMT14,53164982,LONREV14,LONCHK14,LONLOC14,LONPRC14,28,0,9,358,TRUE,3,7,2071,1636.1
LONBOK415,126213351,LONLIS415,LONAMT415,18260190,LONREV415,LONCHK415,LONLOC415,LONPRC415,29,0,5,365,FALSE,0,0,1005,794
LONBOK312,100867308,LONLIS312,LONAMT312,50031019,LONREV312,LONCHK312,LONLOC312,LONPRC312,80,0,6,362,TRUE,2,3,298,235.4
LONBOK376,251178879,LONLIS376,LONAMT376,8.47111E+17,LONREV376,LONCHK376,LONLOC376,LONPRC376,100,6,5,261,FALSE,90,104,35880,28345.2
LONBOK199,496259464,LONLIS199,LONAMT199,8.65903E+17,LONREV199,LONCHK199,LONLOC199,LONPRC199,39,5,4,250,FALSE,37,115,10226,8078.5
LONBOK296,5025873,LONLIS296,LONAMT296,7.15647E+17,LONREV296,LONCHK296,LONLOC296,LONPRC296,17,3,-1,358,FALSE,1,7,148,116.9
LONBOK305,21475494,LONLIS305,LONAMT305,28360769,LONREV305,LONCHK305,LONLOC305,LONPRC305,69,17,16,162,FALSE,109,203,26620,21029.8
LONBOK304,458587430,LONLIS304,LONAMT304,6.24531E+17,LONREV304,LONCHK304,LONLOC304,LONPRC304,63,18,13,255,FALSE,58,110,15939,12591.8
LONBOK492,329602561,LONLIS492,LONAMT492,7.66534E+17,LONREV492,LONCHK492,LONLOC492,LONPRC492,24,0,-2,360,FALSE,1,5,290,229.1
LONBOK272,327357711,LONLIS272,LONAMT272,7.80495E+17,LONREV272,LONCHK272,LONLOC272,LONPRC272,100,0,-1,327,FALSE,36,38,2166,1711.1
LONBOK59,497719474,LONLIS59,LONAMT59,8.31697E+17,LONREV59,LONCHK59,LONLOC59,LONPRC59,57,3,2,312,FALSE,25,53,3716,2935.6
LONBOK300,416953285,LONLIS300,LONAMT300,7.52711E+17,LONREV300,LONCHK300,LONLOC300,LONPRC300,14,1,-1,312,FALSE,6,53,942,744.2
LONBOK401,16997732,LONLIS401,LONAMT401,7.07028E+17,LONREV401,LONCHK401,LONLOC401,LONPRC401,20,2,1,341,FALSE,4,24,4286,3385.9
LONBOK342,143281539,LONLIS342,LONAMT342,8.46275E+17,LONREV342,LONCHK342,LONLOC342,LONPRC342,100,3,0,275,FALSE,79,90,12240,9669.6
LONBOK8,119798560,LONLIS8,LONAMT8,18261798,LONREV8,LONCHK8,LONLOC8,LONPRC8,100,1,0,365,FALSE,0,0,360,284.4
LONBOK250,266032450,LONLIS250,LONAMT250,35472969,LONREV250,LONCHK250,LONLOC250,LONPRC250,28,2,-2,287,FALSE,18,78,6004,4743.2
LONBOK12,505047355,LONLIS12,LONAMT12,9.10209E+17,LONREV12,LONCHK12,LONLOC12,LONPRC12,4,2,-1,336,FALSE,1,29,248,195.9
