airbnbHostId,hostListingCount,superhost
193831211,0,
477335509,0,
399456076,1,
72512855,0,
515493328,0,
425864013,0,
188310727,164,
25117311,0,
467764360,0,
14211907,0,
473042959,0,
96458589,3,
3109637,0,
17417202,80,
463347801,0,
71908603,1,
407804837,0,
320873559,0,
470181536,0,
478354960,0,
418671655,0,
90755054,0,
467764360,0,
245909896,0,
61691979,0,
416448026,0,
42819515,0,
320034797,0,
143893056,77,
167648591,0,
473042959,0,
10551173,14,
220038032,0,
48598305,0,
273966362,0,
484360708,0,
415941848,0,
432816779,2,
121608401,0,
74933177,0,
496809396,0,
174303713,0,
46409348,0,
221530395,884,
293601256,160,
388489360,0,
229202667,0,
10551173,0,
235529062,0,
220038032,148,
362873365,0,
199211194,0,
39571602,1,
399451600,0,
443351231,0,
362873365,0,
74933177,556,
431795568,0,
382435747,11,
491623750,0,
385681640,0,
467764360,0,
72970894,0,
494246264,0,
277557170,0,
156562805,70,
477786033,0,
474505302,0,
47122931,0,
16011104,0,
426880950,0,
430029301,22,
69652075,0,
367604156,73,
199963617,0,
50966510,0,
156562805,70,
362873365,0,
221530395,0,
495106714,0,
167648591,289,
491127141,0,
149980127,1,
37128433,0,
188310727,164,
16121555,156,
245909896,0,
463654451,0,
505914278,0,
523608041,0,
494606982,0,
337395974,45,
451226310,0,
402191311,938,
430375639,21,
490909810,0,
491127141,0,
