pricingId,currencyNative,cleaningFeeUSD,cleaningFeeNative,extraPeopleFeeUSD,extraPeopleFeeNative,averageDailyRateUSD,averageDailyRateNative
MIAPRC119,GBP,100,100,0,0,386,386
MIAPRC120,GBP,120,120,0,0,153,153
MIAPRC121,GBP,0,0,10,10,150,150
MIAPRC122,GBP,75,75,0,0,202,202
MIAPRC123,GBP,69,69,0,0,159,159
MIAPRC124,GBP,30,30,0,0,73,73
MIAPRC125,GBP,45,45,0,0,47,47
MIAPRC126,GBP,20,20,0,0,58,58
MIAPRC127,GBP,0,0,0,0,83,83
MIAPRC128,GBP,180,180,0,0,351,351
MIAPRC129,GBP,75,75,0,0,128,128
MIAPRC130,GBP,150,150,0,0,123,123
MIAPRC131,GBP,210,210,4,4,370,370
MIAPRC132,GBP,120,120,0,0,190,190
MIAPRC133,GBP,75,75,10,10,112,112
MIAPRC134,GBP,0.0,0.0,0.0,0.0,304,304
MIAPRC135,GBP,0.0,0.0,0.0,0.0,94,94
MIAPRC136,GBP,60,60,0,0,74,74
MIAPRC137,GBP,100,100,0,0,154,154
MIAPRC138,GBP,5,5,10,10,61,61
MIAPRC139,GBP,120,120,0,0,242,242
MIAPRC140,GBP,0,0,50,50,89,89
MIAPRC141,GBP,0,0,15,15,70,70
MIAPRC142,GBP,80,80,0,0,99,99
MIAPRC143,GBP,20,20,0,0,35,35
MIAPRC144,GBP,142,142,0,0,112,112
MIAPRC145,GBP,120,120,0,0,170,170
MIAPRC146,GBP,80,80,0,0,290,290
MIAPRC147,GBP,75,75,16.6667,16.6667,98,98
MIAPRC148,GBP,50,50,0,0,98,98
MIAPRC149,GBP,200,200,0,0,468,468
MIAPRC150,GBP,300,300,0,0,956,956
MIAPRC151,GBP,200,200,0,0,1254,1254
MIAPRC152,GBP,115,115,0,0,264,264
MIAPRC153,GBP,190,190,0,0,406,406
MIAPRC154,GBP,100,100,0,0,92,92
MIAPRC155,GBP,160,160,0,0,138,138
MIAPRC156,GBP,50,50,0,0,62,62
MIAPRC157,GBP,0.0,0.0,0.0,0.0,28,28
MIAPRC158,GBP,85,85,0,0,73,73
MIAPRC159,GBP,150,150,0,0,285,285
MIAPRC160,GBP,95,95,0,0,151,151
MIAPRC161,GBP,100,100,0,0,230,230
MIAPRC162,GBP,60,60,16.6667,16.6667,65,65
MIAPRC163,GBP,120,120,0,0,118,118
MIAPRC164,GBP,25,25,20,20,55,55
MIAPRC165,GBP,175,175,0,0,100,100
MIAPRC166,GBP,50,50,0,0,106,106
MIAPRC167,GBP,50,50,0,0,63,63
MIAPRC168,GBP,10,10,10,10,57,57
MIAPRC169,GBP,110,110,0,0,172,172
MIAPRC170,GBP,0,0,0,0,171,171
MIAPRC171,GBP,90,90,0,0,52,52
MIAPRC172,GBP,130,130,11.25,11.25,119,119
MIAPRC173,GBP,75,75,13.3333,13.3333,147,147
MIAPRC174,GBP,110,110,8,8,148,148
MIAPRC175,GBP,90,90,0,0,428,428
MIAPRC176,GBP,125,125,3.75,3.75,142,142
MIAPRC177,GBP,80,80,0,0,129,129
MIAPRC178,GBP,80,80,0,0,271,271
MIAPRC179,GBP,100,100,16.6667,16.6667,78,78
MIAPRC180,GBP,0.0,0.0,0.0,0.0,333,333
MIAPRC181,GBP,150,150,0,0,393,393
MIAPRC182,GBP,100,100,6.66667,6.66667,173,173
MIAPRC183,GBP,150,150,0,0,185,185
MIAPRC184,GBP,0,0,0,0,50,50
MIAPRC185,GBP,55,55,2,2,139,139
MIAPRC186,GBP,15,15,5,5,75,75
MIAPRC187,GBP,75,75,13.3333,13.3333,142,142
MIAPRC188,GBP,75,75,6.66667,6.66667,154,154
MIAPRC189,GBP,150,150,12.5,12.5,149,149
MIAPRC190,GBP,120,120,0,0,270,270
MIAPRC191,GBP,99,99,0,0,205,205
MIAPRC192,GBP,0,0,0,0,84,84
MIAPRC193,GBP,87,87,6.8,6.8,153,153
MIAPRC194,GBP,90,90,0,0,113,113
MIAPRC195,GBP,0.0,0.0,0.0,0.0,130,130
MIAPRC196,GBP,69,69,25,25,75,75
MIAPRC197,GBP,142,142,0,0,80,80
MIAPRC198,GBP,153,153,0,0,137,137
MIAPRC199,GBP,110,110,16,16,154,154
MIAPRC200,GBP,0.0,0.0,0.0,0.0,176,176
MIAPRC201,GBP,0,0,0,0,383,383
MIAPRC202,GBP,150,150,0,0,293,293
MIAPRC203,GBP,157,157,0,0,174,174
MIAPRC204,GBP,120,120,0,0,256,256
MIAPRC205,GBP,95,95,0,0,97,97
MIAPRC206,GBP,0,0,20,20,59,59
MIAPRC207,GBP,50,50,0,0,183,183
MIAPRC208,GBP,100,100,0,0,112,112
MIAPRC209,GBP,30,30,10,10,50,50
MIAPRC210,GBP,150,150,3.33333,3.33333,168,168
MIAPRC211,GBP,63,63,0,0,78,78
MIAPRC212,GBP,150,150,0,0,988,988
MIAPRC213,GBP,100,100,0,0,216,216
MIAPRC214,GBP,100,100,0,0,111,111
MIAPRC215,GBP,125,125,0,0,239,239
MIAPRC216,GBP,80,80,12.8571,12.8571,72,72
MIAPRC217,GBP,125,125,13.3333,13.3333,164,164
MIAPRC218,GBP,150,150,0,0,226,226
MIAPRC219,GBP,30,30,0,0,126,126
MIAPRC220,GBP,153,153,0,0,115,115
MIAPRC221,GBP,199,199,0,0,318,318
MIAPRC222,GBP,150,150,0,0,143,143
MIAPRC223,GBP,199,199,0,0,304,304
MIAPRC224,GBP,269,269,11.1111,11.1111,664,664
MIAPRC225,GBP,150,150,0,0,662,662
MIAPRC226,GBP,165,165,0,0,346,346
MIAPRC227,GBP,100,100,0,0,144,144
MIAPRC228,GBP,65,65,0,0,103,103
MIAPRC229,GBP,125,125,0,0,113,113
MIAPRC230,GBP,45,45,0,0,105,105
MIAPRC231,GBP,150,150,0,0,458,458
MIAPRC232,GBP,155,155,12.5,12.5,188,188
MIAPRC233,GBP,350,350,14.2857,14.2857,306,306
MIAPRC234,GBP,100,100,0,0,95,95
MIAPRC235,GBP,0,0,0,0,411,411
MIAPRC236,GBP,20,20,0,0,82,82
MIAPRC237,GBP,0,0,0,0,185,185
MIAPRC238,GBP,130,130,4,4,555,555
MIAPRC239,GBP,80,80,0,0,550,550
MIAPRC240,GBP,400,400,0,0,1545,1545
MIAPRC241,GBP,249,249,0,0,171,171
MIAPRC242,GBP,0.0,0.0,0.0,0.0,121,121
MIAPRC243,GBP,200,200,4,4,370,370
MIAPRC244,GBP,0.0,0.0,0.0,0.0,222,222
MIAPRC245,GBP,70,70,0,0,82,82
MIAPRC246,GBP,0,0,0,0,59,59
MIAPRC247,GBP,119,119,3.33333,3.33333,201,201
MIAPRC248,GBP,200,200,25,25,399,399
MIAPRC249,GBP,25,25,0,0,55,55
MIAPRC250,GBP,70,70,0,0,71,71
MIAPRC251,GBP,85,85,10,10,94,94
MIAPRC252,GBP,0,0,10,10,42,42
MIAPRC253,GBP,153,153,0,0,127,127
MIAPRC254,GBP,75,75,20,20,103,103
MIAPRC255,GBP,149,149,0,0,320,320
MIAPRC256,GBP,75,75,13.3333,13.3333,103,103
MIAPRC257,GBP,110,110,8,8,162,162
MIAPRC258,GBP,0.0,0.0,0.0,0.0,399,399
MIAPRC259,GBP,150,150,21.4286,21.4286,388,388
MIAPRC260,GBP,100,100,0,0,209,209
MIAPRC261,GBP,300,300,0,0,346,346
MIAPRC262,GBP,186,186,8,8,439,439
MIAPRC263,GBP,59,59,14,14,126,126
MIAPRC264,GBP,160,160,0,0,264,264
MIAPRC265,GBP,125,125,9,9,259,259
MIAPRC266,GBP,100,100,6,6,94,94
MIAPRC267,GBP,30,30,0,0,95,95
MIAPRC268,GBP,199,199,0,0,283,283
MIAPRC269,GBP,98,98,0,0,199,199
MIAPRC270,GBP,55,55,0,0,130,130
MIAPRC271,GBP,40,40,0,0,66,66
MIAPRC272,GBP,50,50,0,0,150,150
MIAPRC273,GBP,20,20,0,0,34,34
MIAPRC274,GBP,50,50,50,50,201,201
MIAPRC275,GBP,150,150,0,0,219,219
MIAPRC276,GBP,120,120,0,0,149,149
MIAPRC277,GBP,75,75,0,0,107,107
MIAPRC278,GBP,299,299,0,0,478,478
MIAPRC279,GBP,75,75,13.3333,13.3333,259,259
MIAPRC280,GBP,120,120,0,0,181,181
MIAPRC281,GBP,155,155,37.5,37.5,196,196
MIAPRC282,GBP,300,300,0,0,262,262
MIAPRC283,GBP,95,95,0,0,270,270
MIAPRC284,GBP,75,75,0,0,243,243
MIAPRC285,GBP,59,59,15,15,73,73
MIAPRC286,GBP,50,50,25,25,112,112
MIAPRC287,GBP,0.0,0.0,0.0,0.0,74,74
MIAPRC288,GBP,0.0,0.0,0.0,0.0,96,96
MIAPRC289,GBP,45,45,0,0,44,44
MIAPRC290,GBP,0,0,0,0,114,114
MIAPRC291,GBP,150,150,0,0,185,185
MIAPRC292,GBP,0,0,0,0,41,41
MIAPRC293,GBP,140,140,0,0,197,197
MIAPRC294,GBP,250,250,0,0,708,708
MIAPRC295,GBP,0,0,0,0,175,175
MIAPRC296,GBP,85,85,5,5,206,206
MIAPRC297,GBP,90,90,3.33333,3.33333,131,131
MIAPRC298,GBP,199,199,0,0,288,288
MIAPRC299,GBP,75,75,0,0,114,114
MIAPRC300,GBP,0,0,0,0,549,549
MIAPRC301,GBP,250,250,0,0,1801,1801
MIAPRC302,GBP,70,70,0,0,86,86
MIAPRC303,GBP,0.0,0.0,0.0,0.0,147,147
MIAPRC304,GBP,120,120,0,0,358,358
MIAPRC305,GBP,0.0,0.0,0.0,0.0,79,79
MIAPRC306,GBP,179,179,26.6667,26.6667,131,131
MIAPRC307,GBP,20,20,0,0,119,119
MIAPRC308,GBP,240,240,3,3,392,392
MIAPRC309,GBP,0.0,0.0,0.0,0.0,165,165
MIAPRC310,GBP,85,85,0,0,128,128
MIAPRC311,GBP,0,0,0,0,64,64
MIAPRC312,GBP,100,100,0,0,168,168
MIAPRC313,GBP,115,115,0,0,197,197
MIAPRC314,GBP,0,0,0,0,54,54
MIAPRC315,GBP,180,180,8.33333,8.33333,234,234
MIAPRC316,GBP,153,153,0,0,129,129
MIAPRC317,GBP,52,52,0,0,161,161
MIAPRC318,GBP,150,150,2.5,2.5,174,174
MIAPRC319,GBP,103,103,0,0,186,186
MIAPRC320,GBP,49,49,25,25,31,31
MIAPRC321,GBP,120,120,0,0,114,114
MIAPRC322,GBP,150,150,25,25,72,72
MIAPRC323,GBP,300,300,0,0,311,311
MIAPRC324,GBP,40,40,0,0,88,88
MIAPRC325,GBP,75,75,33.3333,33.3333,272,272
MIAPRC326,GBP,0,0,0,0,280,280
MIAPRC327,GBP,110,110,0,0,276,276
MIAPRC328,GBP,182,182,25,25,175,175
MIAPRC329,GBP,125,125,0,0,140,140
MIAPRC330,GBP,142,142,0,0,89,89
MIAPRC331,GBP,120,120,0,0,170,170
MIAPRC332,GBP,200,200,0,0,932,932
MIAPRC333,GBP,165,165,0,0,237,237
MIAPRC334,GBP,150,150,0,0,97,97
MIAPRC335,GBP,60,60,0,0,98,98
MIAPRC336,GBP,200,200,7.5,7.5,58,58
MIAPRC337,GBP,0.0,0.0,0.0,0.0,599,599
MIAPRC338,GBP,25,25,5,5,59,59
MIAPRC339,GBP,15,15,6.66667,6.66667,91,91
MIAPRC340,GBP,75,75,0,0,238,238
MIAPRC341,GBP,80,80,5.71429,5.71429,154,154
MIAPRC342,GBP,161,161,7.33333,7.33333,247,247
MIAPRC343,GBP,100,100,0,0,226,226
MIAPRC344,GBP,0.0,0.0,0.0,0.0,54,54
MIAPRC345,GBP,25,25,0,0,55,55
MIAPRC346,GBP,10,10,0,0,60,60
MIAPRC347,GBP,65,65,0,0,103,103
MIAPRC348,GBP,150,150,0,0,165,165
MIAPRC349,GBP,85,85,0,0,151,151
MIAPRC350,GBP,70,70,0,0,69,69
MIAPRC351,GBP,0,0,0,0,104,104
MIAPRC352,GBP,99,99,35,35,267,267
MIAPRC353,GBP,150,150,0,0,199,199
MIAPRC354,GBP,0,0,0,0,157,157
MIAPRC355,GBP,99,99,6.66667,6.66667,215,215
MIAPRC356,GBP,175,175,0,0,196,196
MIAPRC357,GBP,150,150,0,0,372,372
MIAPRC358,GBP,100,100,0,0,507,507
MIAPRC359,GBP,199,199,0,0,214,214
MIAPRC360,GBP,69,69,0,0,95,95
MIAPRC361,GBP,190,190,5,5,318,318
MIAPRC362,GBP,100,100,50,50,164,164
MIAPRC363,GBP,0,0,20,20,65,65
MIAPRC364,GBP,25,25,0,0,41,41
MIAPRC365,GBP,80,80,0,0,88,88
MIAPRC366,GBP,200,200,0,0,697,697
MIAPRC367,GBP,45,45,0,0,41,41
MIAPRC368,GBP,125,125,0,0,364,364
MIAPRC369,GBP,105,105,0,0,151,151
MIAPRC370,GBP,50,50,15,15,85,85
MIAPRC371,GBP,0,0,0,0,43,43
MIAPRC372,GBP,0,0,0,0,53,53
MIAPRC373,GBP,69,69,0,0,252,252
MIAPRC374,GBP,99,99,0,0,255,255
MIAPRC375,GBP,60,60,6.66667,6.66667,103,103
MIAPRC376,GBP,75,75,0,0,102,102
MIAPRC377,GBP,250,250,0,0,116,116
MIAPRC378,GBP,250,250,0,0,534,534
MIAPRC379,GBP,100,100,0,0,314,314
MIAPRC380,GBP,80,80,0,0,99,99
MIAPRC381,GBP,200,200,30,30,299,299
MIAPRC382,GBP,0.0,0.0,0.0,0.0,386,386
MIAPRC383,GBP,200,200,0,0,242,242
MIAPRC384,GBP,35,35,22.5,22.5,125,125
MIAPRC385,GBP,0,0,0,0,67,67
MIAPRC386,GBP,150,150,8,8,203,203
MIAPRC387,GBP,98,98,0,0,110,110
MIAPRC388,GBP,63,63,7.33333,7.33333,97,97
MIAPRC389,GBP,120,120,0,0,118,118
MIAPRC390,GBP,210,210,0,0,215,215
MIAPRC391,GBP,130,130,0,0,140,140
MIAPRC392,GBP,125,125,0,0,228,228
MIAPRC393,GBP,155,155,7.2,7.2,146,146
MIAPRC394,GBP,50,50,20,20,75,75
MIAPRC395,GBP,75,75,0,0,238,238
MIAPRC396,GBP,150,150,0,0,284,284
MIAPRC397,GBP,60,60,0,0,103,103
MIAPRC398,GBP,117,117,15.4286,15.4286,275,275
MIAPRC399,GBP,40,40,10,10,69,69
MIAPRC400,GBP,80,80,0,0,142,142
MIAPRC401,GBP,0,0,0,0,123,123
MIAPRC402,GBP,150,150,0,0,290,290
MIAPRC403,GBP,240,240,16.6667,16.6667,75,75
MIAPRC404,GBP,120,120,0,0,151,151
MIAPRC405,GBP,80,80,0,0,104,104
MIAPRC406,GBP,120,120,0,0,136,136
MIAPRC407,GBP,59,59,15,15,76,76
MIAPRC408,GBP,99,99,0,0,495,495
MIAPRC409,GBP,100,100,0,0,138,138
MIAPRC410,GBP,40,40,0,0,107,107
MIAPRC411,GBP,45,45,0,0,85,85
MIAPRC412,GBP,100,100,0,0,124,124
MIAPRC413,GBP,185,185,8,8,343,343
MIAPRC414,GBP,79,79,11,11,115,115
MIAPRC415,GBP,130,130,0,0,256,256
MIAPRC416,GBP,60,60,0,0,66,66
MIAPRC417,GBP,120,120,0,0,252,252
MIAPRC418,GBP,30,30,6.66667,6.66667,54,54
MIAPRC419,GBP,99,99,0,0,245,245
MIAPRC420,GBP,54,54,0,0,146,146
MIAPRC421,GBP,75,75,0,0,126,126
MIAPRC422,GBP,119,119,0,0,110,110
MIAPRC423,GBP,165,165,0,0,145,145
MIAPRC424,GBP,90,90,4,4,121,121
MIAPRC425,GBP,210,210,4,4,329,329
MIAPRC426,GBP,100,100,0,0,180,180
MIAPRC427,GBP,25,25,0,0,58,58
MIAPRC428,GBP,0.0,0.0,0.0,0.0,105,105
MIAPRC429,GBP,30,30,0,0,60,60
MIAPRC430,GBP,440,440,0,0,576,576
MIAPRC431,GBP,69,69,25,25,93,93
MIAPRC432,GBP,112,112,0,0,166,166
MIAPRC433,GBP,97,97,0,0,159,159
MIAPRC434,GBP,150,150,0,0,219,219
MIAPRC435,GBP,150,150,3.33333,3.33333,259,259
MIAPRC436,GBP,140,140,0,0,204,204
MIAPRC437,GBP,100,100,23.3333,23.3333,678,678
MIAPRC438,GBP,50,50,0,0,105,105
MIAPRC439,GBP,35,35,0,0,82,82
MIAPRC440,GBP,120,120,0,0,129,129
MIAPRC441,GBP,0,0,0,0,156,156
MIAPRC442,GBP,0.0,0.0,0.0,0.0,193,193
MIAPRC443,GBP,99,99,20,20,154,154
MIAPRC444,GBP,70,70,6.66667,6.66667,84,84
MIAPRC445,GBP,75,75,0,0,111,111
MIAPRC446,GBP,120,120,6,6,77,77
MIAPRC447,GBP,210,210,4,4,357,357
MIAPRC448,GBP,89,89,35,35,276,276
MIAPRC449,GBP,180,180,0,0,17,17
MIAPRC450,GBP,50,50,10,10,85,85
MIAPRC451,GBP,240,240,3,3,443,443
MIAPRC452,GBP,80,80,35,35,68,68
MIAPRC453,GBP,75,75,10,10,95,95
MIAPRC454,GBP,180,180,12.5,12.5,141,141
MIAPRC455,GBP,80,80,0,0,189,189
MIAPRC456,GBP,80,80,11.4286,11.4286,146,146
MIAPRC457,GBP,75,75,6.66667,6.66667,85,85
MIAPRC458,GBP,150,150,0,0,477,477
MIAPRC459,GBP,100,100,0,0,69,69
MIAPRC460,GBP,79,79,11,11,94,94
MIAPRC461,GBP,10,10,0,0,289,289
MIAPRC462,GBP,0,0,13.3333,13.3333,72,72
MIAPRC463,GBP,169,169,0,0,420,420
MIAPRC464,GBP,125,125,0,0,308,308
MIAPRC465,GBP,0,0,0,0,73,73
MIAPRC466,GBP,0.0,0.0,0.0,0.0,89,89
MIAPRC467,GBP,175,175,0,0,160,160
MIAPRC468,GBP,120,120,0,0,352,352
MIAPRC469,GBP,240,240,16.6667,16.6667,80,80
MIAPRC470,GBP,200,200,0,0,605,605
MIAPRC471,GBP,150,150,0,0,333,333
MIAPRC472,GBP,89,89,8,8,150,150
MIAPRC473,GBP,130,130,0,0,268,268
MIAPRC474,GBP,0.0,0.0,0.0,0.0,165,165
MIAPRC475,GBP,200,200,0,0,215,215
MIAPRC476,GBP,0.0,0.0,0.0,0.0,77,77
MIAPRC477,GBP,0.0,0.0,0.0,0.0,163,163
MIAPRC478,GBP,50,50,0,0,82,82
MIAPRC479,GBP,320,320,18.1818,18.1818,388,388
MIAPRC480,GBP,195,195,3.84615,3.84615,425,425
MIAPRC481,GBP,150,150,0,0,197,197
MIAPRC482,GBP,150,150,0,0,108,108
MIAPRC483,GBP,35,35,0,0,97,97
MIAPRC484,GBP,50,50,15,15,191,191
MIAPRC485,GBP,100,100,0,0,116,116
MIAPRC486,GBP,100,100,0,0,245,245
MIAPRC487,GBP,65,65,0,0,88,88
MIAPRC488,GBP,165,165,0,0,272,272
MIAPRC489,GBP,165,165,0,0,451,451
MIAPRC490,GBP,225,225,0,0,86,86
MIAPRC491,GBP,110,110,8,8,178,178
MIAPRC492,GBP,85,85,0,0,103,103
MIAPRC493,GBP,200,200,0,0,250,250
MIAPRC494,GBP,275,275,15,15,106,106
MIAPRC495,GBP,150,150,0,0,107,107
MIAPRC496,GBP,150,150,8,8,249,249
MIAPRC497,GBP,0.0,0.0,0.0,0.0,322,322
MIAPRC498,GBP,110,110,0,0,134,134
MIAPRC499,GBP,80,80,0,0,81,81
MIAPRC500,GBP,50,50,0,0,100,100
NEWPRC1,USD,150,150,12.5,12.5,275,275
NEWPRC2,USD,30,30,10,10,154,154
NEWPRC3,USD,20,20,0,0,60,60
NEWPRC4,USD,0,0,0,0,55,55
NEWPRC5,USD,35,35,16,16,128,128
NEWPRC6,USD,100,100,0,0,101,101
NEWPRC7,USD,0,0,0,0,48,48
NEWPRC8,USD,0,0,0,0,75,75
NEWPRC9,USD,0,0,0,0,70,70
NEWPRC10,USD,0,0,0,0,58,58
NEWPRC11,USD,0,0,0,0,60,60
NEWPRC12,USD,0,0,0,0,71,71
NEWPRC13,USD,20,20,0,0,50,50
NEWPRC14,USD,0,0,0,0,50,50
NEWPRC15,USD,0,0,0,0,51,51
NEWPRC16,USD,0,0,0,0,94,94
NEWPRC17,USD,0,0,0,0,75,75
NEWPRC18,USD,0,0,0,0,76,76
NEWPRC19,USD,20,20,0,0,55,55
NEWPRC20,USD,0,0,0,0,76,76
NEWPRC21,USD,80,80,33.3333,33.3333,312,312
NEWPRC22,USD,0,0,0,0,158,158
NEWPRC23,USD,20,20,8,8,32,32
NEWPRC24,USD,0,0,0,0,52,52
NEWPRC25,USD,0,0,0,0,148,148
NEWPRC26,USD,0,0,0,0,65,65
NEWPRC27,USD,0,0,0,0,85,85
NEWPRC28,USD,0,0,0,0,56,56
NEWPRC29,USD,0,0,0,0,1599,1599
NEWPRC30,USD,65,65,0,0,216,216
NEWPRC31,USD,0,0,0,0,762,762
NEWPRC32,USD,200,200,25,25,544,544
NEWPRC33,USD,0,0,0,0,182,182
NEWPRC34,USD,40,40,30,30,151,151
NEWPRC35,USD,5,5,10,10,51,51
NEWPRC36,USD,20,20,15,15,89,89
NEWPRC37,USD,0,0,0,0,54,54
NEWPRC38,USD,0,0,0,0,120,120
NEWPRC39,USD,0,0,0,0,223,223
NEWPRC40,USD,0,0,0,0,352,352
NEWPRC41,USD,0,0,0,0,40,40
NEWPRC42,USD,75,75,0,0,146,146
NEWPRC43,USD,0,0,0,0,98,98
NEWPRC44,USD,150,150,0,0,229,229
NEWPRC45,USD,0,0,0,0,397,397
NEWPRC46,USD,0,0,0,0,459,459
NEWPRC47,USD,125,125,0,0,373,373
NEWPRC48,USD,0,0,0,0,401,401
NEWPRC49,USD,0,0,0,0,80,80
NEWPRC50,USD,20,20,20,20,49,49
NEWPRC51,USD,10,10,0,0,40,40
NEWPRC52,USD,0,0,0,0,65,65
NEWPRC53,USD,0,0,0,0,130,130
NEWPRC54,USD,0,0,0,0,36,36
NEWPRC55,USD,0,0,0,0,48,48
NEWPRC56,USD,75,75,0,0,145,145
NEWPRC57,USD,90,90,0,0,127,127
NEWPRC58,USD,0,0,0,0,127,127
NEWPRC59,USD,0,0,0,0,150,150
NEWPRC60,USD,50,50,10,10,137,137
NEWPRC61,USD,0,0,0,0,316,316
NEWPRC62,USD,30,30,0,0,38,38
NEWPRC63,USD,0,0,0,0,106,106
NEWPRC64,USD,0,0,0,0,179,179
NEWPRC65,USD,200,200,0,0,126,126
NEWPRC66,USD,289,289,48,48,657,657
NEWPRC67,USD,35,35,0,0,85,85
NEWPRC68,USD,5,5,0,0,41,41
NEWPRC69,USD,0,0,0,0,269,269
NEWPRC70,USD,30,30,0,0,89,89
NEWPRC71,USD,0,0,0,0,130,130
NEWPRC72,USD,0,0,0,0,65,65
NEWPRC73,USD,0,0,0,0,186,186
NEWPRC74,USD,0,0,0,0,162,162
NEWPRC75,USD,0,0,0,0,302,302
NEWPRC76,USD,0,0,0,0,146,146
NEWPRC77,USD,0,0,0,0,40,40
NEWPRC78,USD,0,0,0,0,55,55
NEWPRC79,USD,0,0,0,0,58,58
NEWPRC80,USD,15,15,0,0,53,53
NEWPRC81,USD,0,0,0,0,76,76
NEWPRC82,USD,0,0,0,0,175,175
NEWPRC83,USD,0,0,0,0,57,57
NEWPRC84,USD,190,190,0,0,358,358
NEWPRC85,USD,15,15,10,10,65,65
NEWPRC86,USD,0,0,0,0,264,264
NEWPRC87,USD,75,75,5,5,624,624
NEWPRC88,USD,0,0,10,10,71,71
NEWPRC89,USD,0,0,0,0,306,306
NEWPRC90,USD,0,0,0,0,288,288
NEWPRC91,USD,120,120,18.75,18.75,212,212
NEWPRC92,USD,0,0,0,0,130,130
NEWPRC93,USD,0,0,0,0,50,50
NEWPRC94,USD,0,0,0,0,47,47
NEWPRC95,USD,0,0,0,0,55,55
NEWPRC96,USD,50,50,7.5,7.5,80,80
NEWPRC97,USD,15,15,10,10,55,55
NEWPRC98,USD,0,0,0,0,63,63
NEWPRC99,USD,0,0,0,0,70,70
NEWPRC100,USD,0,0,0,0,41,41
NEWPRC101,USD,0,0,0,0,117,117
NEWPRC102,USD,0,0,0,0,146,146
NEWPRC103,USD,0,0,0,0,51,51
NEWPRC104,USD,15,15,0,0,40,40
NEWPRC105,USD,0,0,0,0,138,138
NEWPRC106,USD,0,0,0,0,88,88
NEWPRC107,USD,75,75,16,16,118,118
NEWPRC108,USD,0,0,0,0,158,158
NEWPRC109,USD,0,0,0,0,80,80
NEWPRC110,USD,0,0,0,0,99,99
NEWPRC111,USD,150,150,0,0,717,717
NEWPRC112,USD,20,20,0,0,220,220
NEWPRC113,USD,95,95,37.5,37.5,125,125
NEWPRC114,USD,20,20,0,0,116,116
NEWPRC115,USD,150,150,7.5,7.5,77,77
NEWPRC116,USD,50,50,6.66667,6.66667,162,162
NEWPRC117,USD,0,0,0,0,48,48
NEWPRC118,USD,0,0,0,0,48,48
NEWPRC119,USD,0,0,0,0,200,200
NEWPRC120,USD,0,0,0,0,47,47
NEWPRC121,USD,0,0,0,0,60,60
NEWPRC122,USD,0,0,0,0,51,51
NEWPRC123,USD,0,0,0,0,65,65
NEWPRC124,USD,0,0,0,0,52,52
NEWPRC125,USD,49,49,15,15,102,102
NEWPRC126,USD,25,25,0,0,73,73
NEWPRC127,USD,85,85,17.5,17.5,143,143
NEWPRC128,USD,60,60,16,16,75,75
NEWPRC129,USD,0,0,0,0,400,400
NEWPRC130,USD,0,0,0,0,165,165
NEWPRC131,USD,0,0,0,0,118,118
NEWPRC132,USD,0,0,0,0,100,100
NEWPRC133,USD,0,0,0,0,216,216
NEWPRC134,USD,0,0,0,0,150,150
NEWPRC135,USD,0,0,0,0,256,256
NEWPRC136,USD,0,0,0,0,244,244
NEWPRC137,USD,150,150,0,0,105,105
NEWPRC138,USD,750,750,0,0,1993,1993
NEWPRC139,USD,0,0,0,0,800,800
NEWPRC140,USD,120,120,0,0,800,800
NEWPRC141,USD,25,25,0,0,70,70
NEWPRC142,USD,0,0,0,0,57,57
NEWPRC143,USD,0,0,0,0,156,156
NEWPRC144,USD,0,0,0,0,166,166
NEWPRC145,USD,0,0,0,0,342,342
NEWPRC146,USD,0,0,0,0,143,143
NEWPRC147,USD,0,0,0,0,165,165
NEWPRC148,USD,0,0,0,0,53,53
NEWPRC149,USD,0,0,0,0,138,138
NEWPRC150,USD,125,125,0,0,150,150
NEWPRC151,USD,0,0,0,0,45,45
NEWPRC152,USD,0,0,0,0,61,61
NEWPRC153,USD,0,0,5,5,55,55
NEWPRC154,USD,0,0,0,0,52,52
NEWPRC155,USD,0,0,0,0,152,152
NEWPRC156,USD,50,50,0,0,97,97
NEWPRC157,USD,30,30,0,0,64,64
NEWPRC158,USD,0,0,0,0,77,77
NEWPRC159,USD,0,0,0,0,175,175
NEWPRC160,USD,150,150,5,5,162,162
NEWPRC161,USD,250,250,0,0,780,780
NEWPRC162,USD,100,100,0,0,76,76
NEWPRC163,USD,99,99,8,8,77,77
NEWPRC164,USD,0,0,0,0,44,44
NEWPRC165,USD,500,500,72.7273,72.7273,1070,1070
NEWPRC166,USD,200,200,0,0,165,165
NEWPRC167,USD,0,0,0,0,240,240
NEWPRC168,USD,0,0,0,0,188,188
NEWPRC169,USD,150,150,10,10,160,160
NEWPRC170,USD,0,0,0,0,56,56
NEWPRC171,USD,29,29,14,14,36,36
NEWPRC172,USD,40,40,0,0,71,71
NEWPRC173,USD,0,0,0,0,90,90
NEWPRC174,USD,0,0,0,0,61,61
NEWPRC175,USD,120,120,0,0,67,67
NEWPRC176,USD,0,0,0,0,30,30
NEWPRC177,USD,0,0,0,0,35,35
NEWPRC178,USD,0,0,2.5,2.5,101,101
NEWPRC179,USD,0,0,0,0,60,60
NEWPRC180,USD,80,80,0,0,151,151
NEWPRC181,USD,65,65,6.25,6.25,107,107
NEWPRC182,USD,0,0,0,0,80,80
NEWPRC183,USD,0,0,0,0,100,100
