pricingId,currencyNative,cleaningFeeUSD,cleaningFeeNative,extraPeopleFeeUSD,extraPeopleFeeNative,averageDailyRateUSD,averageDailyRateNative
LOSPRC1,USD,90,90,0,0,377,377
LOSPRC2,USD,200,200,0,0,331,331
LOSPRC3,USD,63,63,9,9,83,83
LOSPRC4,USD,200,200,5.71429,5.71429,195,195
LOSPRC5,USD,80,80,0,0,76,76
LOSPRC6,USD,75,75,0,0,146,146
LOSPRC7,USD,250,250,20,20,120,120
LOSPRC8,USD,50,50,0,0,135,135
LOSPRC9,USD,150,150,10,10,74,74
LOSPRC10,USD,200,200,10,10,149,149
LOSPRC11,USD,180,180,0,0,167,167
LOSPRC12,USD,90,90,13.3333,13.3333,276,276
LOSPRC13,USD,240,240,0,0,667,667
LOSPRC14,USD,20,20,0,0,129,129
LOSPRC15,USD,180,180,0,0,232,232
LOSPRC16,USD,150,150,0,0,196,196
LOSPRC17,USD,180,180,0,0,315,315
LOSPRC18,USD,0,0,20,20,100,100
LOSPRC19,USD,65,65,0,0,103,103
LOSPRC20,USD,50,50,12.5,12.5,128,128
LOSPRC21,USD,125,125,0,0,60,60
LOSPRC22,USD,100,100,0,0,130,130
LOSPRC23,USD,150,150,0,0,113,113
LOSPRC24,USD,45,45,60,60,85,85
LOSPRC25,USD,300,300,0,0,484,484
LOSPRC26,USD,285,285,5.45455,5.45455,583,583
LOSPRC27,USD,120,120,0,0,155,155
LOSPRC28,USD,25,25,0,0,59,59
LOSPRC29,USD,200,200,20,20,511,511
LOSPRC30,USD,15,15,0,0,66,66
LOSPRC31,USD,250,250,18.1818,18.1818,286,286
LOSPRC32,USD,21,21,5,5,24,24
LOSPRC33,USD,80,80,15,15,35,35
LOSPRC34,USD,70,70,0,0,135,135
LOSPRC35,USD,150,150,0,0,189,189
LOSPRC36,USD,150,150,0,0,167,167
LOSPRC37,USD,250,250,0,0,992,992
LOSPRC38,USD,0,0,0,0,906,906
LOSPRC39,USD,60,60,0,0,75,75
LOSPRC40,USD,60,60,0,0,60,60
LOSPRC41,USD,400,400,0,0,387,387
LOSPRC42,USD,150,150,54,54,94,94
LOSPRC43,USD,75,75,0,0,117,117
LOSPRC44,USD,25,25,5,5,138,138
LOSPRC45,USD,99,99,5.71429,5.71429,345,345
LOSPRC46,USD,75,75,0,0,80,80
LOSPRC47,USD,200,200,0,0,770,770
LOSPRC48,USD,0,0,0,0,70,70
LOSPRC49,USD,250,250,1.81818,1.81818,354,354
LOSPRC50,USD,250,250,0,0,379,379
LOSPRC51,USD,200,200,0,0,552,552
LOSPRC52,USD,350,350,11.1111,11.1111,591,591
LOSPRC53,USD,150,150,33.3333,33.3333,183,183
LOSPRC54,USD,60,60,40,40,150,150
LOSPRC55,USD,100,100,20,20,256,256
LOSPRC56,USD,220,220,0,0,359,359
LOSPRC57,USD,250,250,12.5,12.5,457,457
LOSPRC58,USD,13,13,8,8,81,81
LOSPRC59,USD,50,50,0,0,100,100
LOSPRC60,USD,59,59,0,0,179,179
LOSPRC61,USD,35,35,0,0,65,65
LOSPRC62,USD,35,35,0,0,122,122
LOSPRC63,USD,55,55,10,10,133,133
LOSPRC64,USD,39,39,0,0,125,125
LOSPRC65,USD,30,30,0,0,101,101
LOSPRC66,USD,180,180,0,0,629,629
LOSPRC67,USD,150,150,0,0,200,200
LOSPRC68,USD,195,195,4.28571,4.28571,207,207
LOSPRC69,USD,100,100,0,0,111,111
LOSPRC70,USD,150,150,6.66667,6.66667,122,122
LOSPRC71,USD,41,41,9,9,73,73
LOSPRC72,USD,0,0,0,0,118,118
LOSPRC73,USD,125,125,20,20,110,110
LOSPRC74,USD,175,175,0,0,320,320
LOSPRC75,USD,45,45,0,0,191,191
LOSPRC76,USD,95,95,0,0,78,78
LOSPRC77,USD,80,80,20,20,181,181
LOSPRC78,USD,125,125,0,0,398,398
LOSPRC79,USD,130,130,0,0,294,294
LOSPRC80,USD,80,80,0,0,86,86
LOSPRC81,USD,60,60,0,0,140,140
LOSPRC82,USD,500,500,0,0,950,950
LOSPRC83,USD,75,75,0,0,114,114
LOSPRC84,USD, 'Lock on bedroom door', 'Keypad', 'Bathtub', 'Hot water',90,90
LOSPRC85,USD,70,70,0,0,267,267
LOSPRC86,USD,175,175,0,0,538,538
LOSPRC87,USD,100,100,8.57143,8.57143,299,299
LOSPRC88,USD,55,55,0,0,130,130
LOSPRC89,USD,159,159,0,0,339,339
LOSPRC90,USD,200,200,0,0,424,424
LOSPRC91,USD,175,175,11.4286,11.4286,387,387
LOSPRC92,USD,389,389,99.3333,99.3333,526,526
LOSPRC93,USD,45,45,0,0,80,80
LOSPRC94,USD,0,0,0,0,108,108
LOSPRC95,USD,135,135,0,0,218,218
LOSPRC96,USD,300,300,0,0,435,435
LOSPRC97,USD,120,120,0,0,150,150
LOSPRC98,USD,125,125,16.6667,16.6667,116,116
LOSPRC99,USD,27,27,0,0,71,71
LOSPRC100,USD,90,90,0,0,181,181
LOSPRC101,USD,300,300,14.2857,14.2857,470,470
LOSPRC102,USD,0,0,0,0,175,175
LOSPRC103,USD,41,41,9,9,64,64
LOSPRC104,USD,100,100,0,0,179,179
LOSPRC105,USD,70,70,0,0,50,50
LOSPRC106,USD,120,120,0,0,217,217
LOSPRC107,USD,200,200,0,0,295,295
LOSPRC108,USD,180,180,0,0,273,273
LOSPRC109,USD,250,250,0,0,769,769
LOSPRC110,USD,250,250,40,40,399,399
LOSPRC111,USD,250,250,0,0,387,387
LOSPRC112,USD,300,300,0,0,713,713
LOSPRC113,USD,195,195,30,30,460,460
LOSPRC114,USD,45,45,0,0,135,135
LOSPRC115,USD,99,99,0,0,118,118
LOSPRC116,USD,70,70,0,0,119,119
LOSPRC117,USD,65,65,0,0,100,100
LOSPRC118,USD,5,5,0,0,67,67
LOSPRC119,USD,50,50,0,0,49,49
LOSPRC120,USD,75,75,0,0,262,262
LOSPRC121,USD,110,110,0,0,244,244
LOSPRC122,USD,250,250,16.6667,16.6667,605,605
LOSPRC123,USD,50,50,0,0,79,79
LOSPRC124,USD,45,45,20,20,45,45
LOSPRC125,USD,295,295,4.44444,4.44444,278,278
LOSPRC126,USD,35,35,0,0,80,80
LOSPRC127,USD,75,75,20,20,71,71
LOSPRC128,USD,85,85,0,0,217,217
LOSPRC129,USD,200,200,40,40,691,691
LOSPRC130,USD,56,56,9,9,91,91
LOSPRC131,USD,110,110,25,25,127,127
LOSPRC132,USD,200,200,23.0769,23.0769,543,543
LOSPRC133,USD,180,180,0,0,435,435
LOSPRC134,USD,285,285,24,24,214,214
LOSPRC135,USD,199,199,17.1429,17.1429,853,853
LOSPRC136,USD,99,99,7.5,7.5,90,90
LOSPRC137,USD,30,30,30,30,82,82
LOSPRC138,USD,60,60,0,0,90,90
LOSPRC139,USD,60,60,0,0,142,142
LOSPRC140,USD,250,250,0,0,438,438
LOSPRC141,USD,75,75,0,0,118,118
LOSPRC142,USD,285,285,3.125,3.125,595,595
LOSPRC143,USD,60,60,10,10,149,149
LOSPRC144,USD,25,25,0,0,92,92
LOSPRC145,USD,65,65,0,0,174,174
LOSPRC146,USD,0,0,0,0,4792,4792
LOSPRC147,USD,120,120,0,0,645,645
LOSPRC148,USD,300,300,21.4286,21.4286,785,785
LOSPRC149,USD,69,69,5,5,69,69
LOSPRC150,USD,100,100,0,0,166,166
LOSPRC151,USD,120,120,20,20,221,221
LOSPRC152,USD,600,600,0,0,1782,1782
LOSPRC153,USD,95,95,6,6,224,224
LOSPRC154,USD,0,0,0,0,199,199
LOSPRC155,USD,350,350,0,0,1202,1202
LOSPRC156,USD,695,695,0,0,1249,1249
LOSPRC157,USD,70,70,10,10,102,102
LOSPRC158,USD,110,110,0,0,213,213
LOSPRC159,USD,70,70,13.3333,13.3333,134,134
LOSPRC160,USD,0,0,0,0,141,141
LOSPRC161,USD,125,125,0,0,65,65
LOSPRC162,USD,0,0,30,30,60,60
LOSPRC163,USD,99,99,0,0,111,111
LOSPRC164,USD,45,45,10,10,117,117
LOSPRC165,USD,180,180,20,20,250,250
LOSPRC166,USD,0,0,0,0,246,246
LOSPRC167,USD,80,80,12,12,195,195
LOSPRC168,USD,85,85,0,0,93,93
LOSPRC169,USD,0,0,0,0,166,166
LOSPRC170,USD,350,350,0,0,818,818
LOSPRC171,USD,275,275,0,0,352,352
LOSPRC172,USD,70,70,0,0,107,107
LOSPRC173,USD,40,40,0,0,98,98
LOSPRC174,USD,55,55,0,0,115,115
LOSPRC175,USD,40,40,0,0,78,78
LOSPRC176,USD,200,200,0,0,416,416
LOSPRC177,USD,217,217,5,5,332,332
LOSPRC178,USD,60,60,0,0,63,63
LOSPRC179,USD,70,70,0,0,133,133
LOSPRC180,USD,0,0,0,0,188,188
LOSPRC181,USD,0,0,0,0,52,52
LOSPRC182,USD,85,85,16.6667,16.6667,70,70
LOSPRC183,USD,75,75,0,0,184,184
LOSPRC184,USD,200,200,0,0,261,261
LOSPRC185,USD,50,50,0,0,139,139
LOSPRC186,USD,0,0,38,38,40,40
LOSPRC187,USD,51,51,5,5,59,59
LOSPRC188,USD,500,500,0,0,817,817
LOSPRC189,USD,95,95,6,6,215,215
LOSPRC190,USD,75,75,20,20,167,167
LOSPRC191,USD,200,200,0,0,239,239
LOSPRC192,USD,65,65,7.5,7.5,166,166
LOSPRC193,USD,110,110,0,0,444,444
LOSPRC194,USD,0,0,0,0,309,309
LOSPRC195,USD,200,200,0,0,289,289
LOSPRC196,USD,80,80,0,0,215,215
LOSPRC197,USD,225,225,50,50,508,508
LOSPRC198,USD,100,100,0,0,200,200
LOSPRC199,USD,150,150,16.6667,16.6667,121,121
LOSPRC200,USD,80,80,26.6667,26.6667,116,116
LOSPRC201,USD,50,50,0,0,145,145
LOSPRC202,USD,200,200,0,0,127,127
LOSPRC203,USD,850,850,0,0,2964,2964
LOSPRC204,USD,50,50,5,5,195,195
LOSPRC205,USD,50,50,0,0,72,72
LOSPRC206,USD,295,295,0,0,356,356
LOSPRC207,USD,150,150,0,0,250,250
LOSPRC208,USD,120,120,0,0,373,373
LOSPRC209,USD,150,150,10,10,270,270
LOSPRC210,USD,189,189,0,0,413,413
LOSPRC211,USD,175,175,0,0,526,526
LOSPRC212,USD,180,180,0,0,793,793
LOSPRC213,USD,55,55,0,0,296,296
LOSPRC214,USD,40,40,10,10,138,138
LOSPRC215,USD,70,70,0,0,102,102
LOSPRC216,USD,360,360,26,26,476,476
LOSPRC217,USD,100,100,0,0,142,142
LOSPRC218,USD,165,165,0,0,237,237
LOSPRC219,USD,65,65,0,0,150,150
LOSPRC220,USD,250,250,0,0,262,262
LOSPRC221,USD,40,40,0,0,115,115
LOSPRC222,USD,0,0,0,0,202,202
LOSPRC223,USD,500,500,40,40,1472,1472
LOSPRC224,USD,15,15,0,0,96,96
LOSPRC225,USD,750,750,23.0769,23.0769,2044,2044
LOSPRC226,USD,0,0,0,0,4237,4237
LOSPRC227,USD,250,250,6.42857,6.42857,75,75
LOSPRC228,USD,93,93,25,25,109,109
LOSPRC229,USD,180,180,20,20,168,168
LOSPRC230,USD,55,55,0,0,99,99
LOSPRC231,USD,125,125,0,0,120,120
LOSPRC232,USD,200,200,0,0,760,760
LOSPRC233,USD,80,80,0,0,186,186
LOSPRC234,USD,300,300,33.3333,33.3333,325,325
LOSPRC235,USD,180,180,0,0,391,391
LOSPRC236,USD,250,250,0,0,650,650
LOSPRC237,USD,200,200,0,0,132,132
LOSPRC238,USD,150,150,0,0,86,86
LOSPRC239,USD,0,0,0,0,90,90
LOSPRC240,USD,250,250,0,0,364,364
LOSPRC241,USD,400,400,0,0,902,902
LOSPRC242,USD,65,65,0,0,125,125
LOSPRC243,USD,60,60,0,0,85,85
LOSPRC244,USD,89,89,16.6667,16.6667,153,153
LOSPRC245,USD,150,150,0,0,71,71
LOSPRC246,USD,250,250,0,0,563,563
LOSPRC247,USD,0,0,0,0,50,50
LOSPRC248,USD,100,100,0,0,235,235
LOSPRC249,USD,80,80,0,0,196,196
LOSPRC250,USD,85,85,0,0,126,126
LOSPRC251,USD,50,50,20,20,110,110
LOSPRC252,USD,175,175,50,50,92,92
LOSPRC253,USD,55,55,0,0,51,51
LOSPRC254,USD,65,65,0,0,181,181
LOSPRC255,USD,30,30,10,10,75,75
LOSPRC256,USD,200,200,4.44444,4.44444,492,492
LOSPRC257,USD,0,0,0,0,53,53
LOSPRC258,USD,15,15,0,0,49,49
LOSPRC259,USD,75,75,25,25,153,153
LOSPRC260,USD,150,150,15,15,268,268
LOSPRC261,USD,60,60,0,0,99,99
LOSPRC262,USD,70,70,0,0,99,99
LOSPRC263,USD,45,45,0,0,175,175
LOSPRC264,USD,250,250,10,10,240,240
LOSPRC265,USD,60,60,0,0,96,96
LOSPRC266,USD,689,689,0,0,1020,1020
LOSPRC267,USD,150,150,0,0,85,85
LOSPRC268,USD,65,65,0,0,76,76
LOSPRC269,USD,130,130,0,0,200,200
LOSPRC270,USD,125,125,0,0,154,154
LOSPRC271,USD,65,65,0,0,170,170
LOSPRC272,USD,75,75,0,0,55,55
LOSPRC273,USD,350,350,50,50,443,443
LOSPRC274,USD,195,195,16.6667,16.6667,383,383
LOSPRC275,USD,128,128,52,52,278,278
LOSPRC276,USD,150,150,8.57143,8.57143,447,447
LOSPRC277,USD,100,100,10,10,179,179
LOSPRC278,USD,40,40,0,0,123,123
LOSPRC279,USD,25,25,0,0,181,181
LOSPRC280,USD,275,275,0,0,529,529
LOSPRC281,USD,45,45,0,0,83,83
LOSPRC282,USD,50,50,30,30,194,194
LOSPRC283,USD,150,150,6,6,604,604
LOSPRC284,USD,0,0,0,0,232,232
LOSPRC285,USD,45,45,0,0,65,65
LOSPRC286,USD,150,150,0,0,254,254
LOSPRC287,USD,120,120,2.85714,2.85714,662,662
LOSPRC288,USD,100,100,0,0,35,35
LOSPRC289,USD,55,55,0,0,53,53
LOSPRC290,USD,125,125,0,0,260,260
LOSPRC291,USD,235,235,0,0,334,334
LOSPRC292,USD,225,225,23.3333,23.3333,396,396
LOSPRC293,USD,150,150,0,0,217,217
LOSPRC294,USD,0,0,0,0,274,274
LOSPRC295,USD,100,100,0,0,212,212
LOSPRC296,USD,85,85,26.6667,26.6667,236,236
LOSPRC297,USD,40,40,0,0,114,114
LOSPRC298,USD,175,175,0,0,302,302
LOSPRC299,USD,120,120,0,0,76,76
LOSPRC300,USD,175,175,23.3333,23.3333,423,423
LOSPRC301,USD,150,150,44,44,254,254
LOSPRC302,USD,375,375,0,0,638,638
LOSPRC303,USD,40,40,0,0,108,108
LOSPRC304,USD,177,177,6,6,256,256
LOSPRC305,USD,200,200,3.75,3.75,143,143
LOSPRC306,USD,60,60,0,0,236,236
LOSPRC307,USD,65,65,10,10,159,159
LOSPRC308,USD,35,35,20,20,144,144
LOSPRC309,USD,75,75,0,0,103,103
LOSPRC310,USD,80,80,0,0,105,105
LOSPRC311,USD,190,190,5.71429,5.71429,590,590
LOSPRC312,USD,750,750,0,0,1409,1409
LOSPRC313,USD,85,85,0,0,131,131
LOSPRC314,USD,55,55,0,0,163,163
LOSPRC315,USD,100,100,0,0,135,135
LOSPRC316,USD,150,150,20,20,350,350
LOSPRC317,USD,350,350,0,0,506,506
LOSPRC318,USD,150,150,0,0,75,75
LOSPRC319,USD,90,90,0,0,308,308
LOSPRC320,USD,444,444,0,0,584,584
LOSPRC321,USD,75,75,0,0,70,70
LOSPRC322,USD,39,39,10,10,28,28
LOSPRC323,USD,125,125,30,30,160,160
LOSPRC324,USD,120,120,0,0,333,333
LOSPRC325,USD,150,150,0,0,425,425
LOSPRC326,USD,0,0,5,5,89,89
LOSPRC327,USD,55,55,0,0,85,85
LOSPRC328,USD,35,35,0,0,140,140
LOSPRC329,USD,0,0,0,0,325,325
LOSPRC330,USD,199,199,0,0,371,371
LOSPRC331,USD,80,80,0,0,216,216
LOSPRC332,USD,600,600,100,100,5036,5036
LOSPRC333,USD,0,0,0,0,450,450
LOSPRC334,USD,75,75,0,0,170,170
LOSPRC335,USD,35,35,15,15,76,76
LOSPRC336,USD,300,300,6,6,797,797
LOSPRC337,USD,200,200,20,20,489,489
LOSPRC338,USD,220,220,8.33333,8.33333,106,106
LOSPRC339,USD,70,70,10,10,94,94
LOSPRC340,USD,300,300,0,0,840,840
LOSPRC341,USD,199,199,23,23,432,432
LOSPRC342,USD,85,85,0,0,69,69
LOSPRC343,USD,150,150,20,20,210,210
LOSPRC344,USD,150,150,0,0,145,145
LOSPRC345,USD,55,55,16.6667,16.6667,139,139
LOSPRC346,USD,175,175,12.5,12.5,162,162
LOSPRC347,USD,10,10,0,0,30,30
LOSPRC348,USD,55,55,0,0,196,196
LOSPRC349,USD,0,0,0,0,129,129
LOSPRC350,USD,225,225,22.7273,22.7273,421,421
LOSPRC351,USD,188,188,0,0,62,62
LOSPRC352,USD,150,150,0,0,77,77
LOSPRC353,USD,400,400,0,0,1402,1402
LOSPRC354,USD,225,225,20,20,139,139
LOSPRC355,USD,40,40,0,0,160,160
LOSPRC356,USD,250,250,0,0,171,171
LOSPRC357,USD,75,75,0,0,110,110
LOSPRC358,USD,30,30,0,0,41,41
LOSPRC359,USD,45,45,10,10,58,58
LOSPRC360,USD,100,100,15,15,45,45
LOSPRC361,USD,70,70,0,0,228,228
LOSPRC362,USD,498,498,0,0,597,597
LOSPRC363,USD,35,35,0,0,79,79
LOSPRC364,USD,150,150,0,0,538,538
LOSPRC365,USD,160,160,0,0,459,459
LOSPRC366,USD,150,150,0,0,494,494
LOSPRC367,USD,500,500,0,0,399,399
LOSPRC368,USD,150,150,0,0,524,524
LOSPRC369,USD,125,125,20,20,312,312
LOSPRC370,USD,150,150,16.6667,16.6667,191,191
LOSPRC371,USD,187,187,4,4,258,258
LOSPRC372,USD,300,300,0,0,600,600
LOSPRC373,USD,80,80,7.5,7.5,112,112
LOSPRC374,USD,50,50,0,0,48,48
LOSPRC375,USD,300,300,0,0,560,560
LOSPRC376,USD,0,0,0,0,445,445
LOSPRC377,USD,200,200,0,0,495,495
LOSPRC378,USD,0,0,0,0,78,78
LOSPRC379,USD,150,150,0,0,95,95
LOSPRC380,USD,25,25,0,0,48,48
LOSPRC381,USD,79,79,25,25,78,78
LOSPRC382,USD,190,190,0,0,284,284
LOSPRC383,USD,65,65,0,0,96,96
LOSPRC384,USD,80,80,0,0,127,127
LOSPRC385,USD,70,70,0,0,144,144
LOSPRC386,USD,55,55,0,0,92,92
LOSPRC387,USD,60,60,0,0,98,98
LOSPRC388,USD,95,95,0,0,235,235
LOSPRC389,USD,0,0,0,0,76,76
LOSPRC390,USD,25,25,5,5,80,80
LOSPRC391,USD,300,300,0,0,609,609
LOSPRC392,USD,60,60,0,0,99,99
LOSPRC393,USD,100,100,0,0,75,75
LOSPRC394,USD,90,90,0,0,200,200
LOSPRC395,USD,160,160,0,0,181,181
LOSPRC396,USD,20,20,0,0,59,59
LOSPRC397,USD,20,20,10,10,170,170
LOSPRC398,USD,150,150,0,0,85,85
LOSPRC399,USD,75,75,0,0,173,173
LOSPRC400,USD,25,25,0,0,63,63
LOSPRC401,USD,100,100,20,20,150,150
LOSPRC402,USD,50,50,15,15,90,90
LOSPRC403,USD,85,85,15,15,113,113
LOSPRC404,USD,200,200,13.3333,13.3333,120,120
LOSPRC405,USD,20,20,0,0,131,131
LOSPRC406,USD,100,100,0,0,233,233
LOSPRC407,USD,150,150,0,0,88,88
LOSPRC408,USD,125,125,0,0,120,120
LOSPRC409,USD,149,149,3.33333,3.33333,459,459
LOSPRC410,USD,129,129,20,20,153,153
LOSPRC411,USD,95,95,0,0,116,116
LOSPRC412,USD,0,0,0,0,111,111
LOSPRC413,USD,130,130,10,10,43,43
LOSPRC414,USD,435,435,0,0,130,130
LOSPRC415,USD,80,80,0,0,170,170
LOSPRC416,USD,0,0,0,0,502,502
LOSPRC417,USD,0,0,0,0,173,173
LOSPRC418,USD,244,244,0,0,311,311
LOSPRC419,USD,150,150,4,4,299,299
LOSPRC420,USD,135,135,0,0,177,177
LOSPRC421,USD,0,0,0,0,275,275
LOSPRC422,USD,119,119,0,0,304,304
LOSPRC423,USD,125,125,0,0,125,125
LOSPRC424,USD,200,200,7.14286,7.14286,450,450
LOSPRC425,USD,0,0,0,0,210,210
LOSPRC426,USD,0,0,0,0,196,196
LOSPRC427,USD,75,75,0,0,109,109
LOSPRC428,USD,0,0,0,0,29,29
LOSPRC429,USD,75,75,0,0,129,129
LOSPRC430,USD,100,100,0,0,83,83
LOSPRC431,USD,220,220,0,0,119,119
LOSPRC432,USD,95,95,0,0,208,208
LOSPRC433,USD,0,0,0,0,150,150
LOSPRC434,USD,140,140,8.33333,8.33333,403,403
LOSPRC435,USD,45,45,0,0,133,133
LOSPRC436,USD,0,0,0,0,440,440
LOSPRC437,USD,250,250,0,0,161,161
LOSPRC438,USD,100,100,0,0,164,164
LOSPRC439,USD,60,60,0,0,60,60
LOSPRC440,USD,0,0,29,29,40,40
LOSPRC441,USD,0,0,0,0,286,286
LOSPRC442,USD,100,100,11.6667,11.6667,211,211
LOSPRC443,USD,85,85,0,0,175,175
LOSPRC444,USD,0,0,0,0,198,198
LOSPRC445,USD,0,0,0,0,66,66
LOSPRC446,USD,0,0,21,21,25,25
LOSPRC447,USD,0,0,0,0,130,130
LOSPRC448,USD,0,0,0,0,396,396
LOSPRC449,USD,0,0,0,0,306,306
LOSPRC450,USD,0,0,0,0,203,203
LOSPRC451,USD,200,200,0,0,148,148
LOSPRC452,USD,200,200,0,0,268,268
LOSPRC453,USD,125,125,0,0,367,367
LOSPRC454,USD,85,85,3.75,3.75,121,121
LOSPRC455,USD,45,45,0,0,136,136
LOSPRC456,USD,25,25,25,25,55,55
LOSPRC457,USD,0,0,0,0,160,160
LOSPRC458,USD,0,0,0,0,61,61
LOSPRC459,USD,125,125,16.6667,16.6667,250,250
LOSPRC460,USD,500,500,12.5,12.5,72,72
LOSPRC461,USD,105,105,0,0,200,200
LOSPRC462,USD,350,350,0,0,142,142
LOSPRC463,USD,0,0,0,0,402,402
LOSPRC464,USD,169,169,0,0,397,397
LOSPRC465,USD,0,0,0,0,168,168
LOSPRC466,USD,100,100,0,0,108,108
LOSPRC467,USD,0,0,0,0,110,110
LOSPRC468,USD,150,150,0,0,87,87
LOSPRC469,USD,65,65,0,0,119,119
LOSPRC470,USD,85,85,12.5,12.5,210,210
LOSPRC471,USD,115,115,0,0,74,74
LOSPRC472,USD,75,75,0,0,106,106
LOSPRC473,USD,0,0,0,0,48,48
LOSPRC474,USD,120,120,10,10,70,70
LOSPRC475,USD,80,80,0,0,100,100
LOSPRC476,USD,50,50,0,0,116,116
LOSPRC477,USD,60,60,6.66667,6.66667,98,98
LOSPRC478,USD,60,60,0,0,139,139
LOSPRC479,USD,0,0,0,0,208,208
LOSPRC480,USD,75,75,10,10,186,186
LOSPRC481,USD,95,95,6,6,287,287
LOSPRC482,USD,165,165,0,0,226,226
LOSPRC483,USD,0,0,0,0,75,75
LOSPRC484,USD,235,235,0,0,269,269
LOSPRC485,USD,0,0,0,0,136,136
LOSPRC486,USD,0,0,0,0,577,577
LOSPRC487,USD,50,50,0,0,133,133
LOSPRC488,USD,150,150,12.5,12.5,287,287
LOSPRC489,USD,100,100,0,0,134,134
LOSPRC490,USD,100,100,0,0,70,70
LOSPRC491,USD,0,0,0,0,133,133
LOSPRC492,USD,0,0,0,0,247,247
LOSPRC493,USD,65,65,56.6667,56.6667,109,109
LOSPRC494,USD,0,0,0,0,180,180
LOSPRC495,USD,0,0,0,0,29,29
LOSPRC496,USD,20,20,0,0,58,58
LOSPRC497,USD,0,0,0,0,495,495
LOSPRC498,USD,400,400,16.6667,16.6667,170,170
LOSPRC499,USD,200,200,0,0,210,210
LOSPRC500,USD,0,0,0,0,58,58
LONPRC1,GBP,0,0,0,0,75,59.2
LONPRC2,GBP,0,0,0,0,547,432.1
LONPRC3,GBP,0,0,0,0,35,27.7
LONPRC4,GBP,33,26.1,0,0,30,23.7
LONPRC5,GBP,0,0,0,0,218,172.2
LONPRC6,GBP,0,0,0,0,292,230.7
LONPRC7,GBP,0,0,0,0,706,557.7
LONPRC8,GBP,0,0,0,0,90,71.1
LONPRC9,GBP,0,0,0,0,96,75.8
LONPRC10,GBP,0,0,0,0,34,26.9
LONPRC11,GBP,90,71.1,4.6,3.6,213,168.3
LONPRC12,GBP,0,0,0,0,214,169.1
LONPRC13,GBP,0,0,0,0,150,118.5
LONPRC14,GBP,122,96.4,6.79167,5.4,435,343.7
LONPRC15,GBP,81,64,0,0,179,141.4
LONPRC16,GBP,0,0,0,0,356,281.2
LONPRC17,GBP,0,0,0,0,94,74.3
LONPRC18,GBP,46,36.3,32.5,25.7,160,126.4
LONPRC19,GBP,0,0,0,0,188,148.5
LONPRC20,GBP,0,0,0,0,340,268.6
LONPRC21,GBP,59,46.6,13.025,10.3,158,124.8
LONPRC22,GBP,0,0,0,0,35,27.7
LONPRC23,GBP,82,64.8,0,0,231,182.5
LONPRC24,GBP,0,0,0,0,445,351.6
LONPRC25,GBP,0,0,0,0,93,73.5
LONPRC26,GBP,0,0,0,0,56,44.2
LONPRC27,GBP,0,0,0,0,160,126.4
LONPRC28,GBP,125,98.8,0,0,229,180.9
LONPRC29,GBP,129,101.9,0,0,618,488.2
LONPRC30,GBP,39,30.8,0,0,47,37.1
LONPRC31,GBP,0,0,0,0,179,141.4
LONPRC32,GBP,102,80.6,0,0,217,171.4
LONPRC33,GBP,0,0,0,0,388,306.5
LONPRC34,GBP,0,0,0,0,366,289.1
LONPRC35,GBP,0,0,0,0,461,364.2
LONPRC36,GBP,0,0,0,0,252,199.1
LONPRC37,GBP,0,0,0,0,220,173.8
LONPRC38,GBP,85,67.2,0,0,125,98.8
LONPRC39,GBP,0,0,0,0,161,127.2
LONPRC40,GBP,80,63.2,9.05556,7.2,257,203
LONPRC41,GBP,85,67.2,0,0,247,195.1
LONPRC42,GBP,68,53.7,36.2444,28.6,322,254.4
LONPRC43,GBP,0,0,0,0,309,244.1
LONPRC44,GBP,0,0,0,0,369,291.5
LONPRC45,GBP,0,0,0,0,196,154.8
LONPRC46,GBP,0,0,0,0,72,56.9
LONPRC47,GBP,0,0,0,0,99,78.2
LONPRC48,GBP,0,0,0,0,87,68.7
LONPRC49,GBP,0,0,0,0,202,159.6
LONPRC50,GBP,0,0,0,0,149,117.7
LONPRC51,GBP,78,61.6,0,0,176,139
LONPRC52,GBP,0,0,0,0,177,139.8
LONPRC53,GBP,38,30,0,0,112,88.5
LONPRC54,GBP,38,30,0,0,129,101.9
LONPRC55,GBP,0,0,0,0,210,165.9
LONPRC56,GBP,0,0,0,0,262,207
LONPRC57,GBP,0,0,0,0,184,145.4
LONPRC58,GBP,0,0,0,0,183,144.6
LONPRC59,GBP,0,0,0,0,123,97.2
LONPRC60,GBP,0,0,0,0,319,252
LONPRC61,GBP,0,0,0,0,302,238.6
LONPRC62,GBP,0,0,0,0,272,214.9
LONPRC63,GBP,0,0,0,0,104,82.2
LONPRC64,GBP,0,0,0,0,435,343.7
LONPRC65,GBP,0,0,0,0,97,76.6
LONPRC66,GBP,0,0,0,0,125,98.8
LONPRC67,GBP,13,10.3,19.5667,15.5,92,72.7
LONPRC68,GBP,0,0,0,0,221,174.6
LONPRC69,GBP,0,0,0,0,430,339.7
LONPRC70,GBP,0,0,0,0,70,55.3
LONPRC71,GBP,0,0,0,0,43,34
LONPRC72,GBP,0,0,0,0,191,150.9
LONPRC73,GBP,0,0,0,0,58,45.8
LONPRC74,GBP,0,0,0,0,237,187.2
LONPRC75,GBP,0,0,0,0,118,93.2
LONPRC76,GBP,0,0,0,0,128,101.1
LONPRC77,GBP,0,0,0,0,521,411.6
LONPRC78,GBP,0,0,0,0,250,197.5
